"id","鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號","X","X.1","X.2","X.3","X.4","Response_X","Response_Y","Count"
349,"北區","房地(土地+建物)","篤行路90巷1~30號",19.44,"都市：其他:第一種商業區","","",1090811,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701030,70.31,4,0,4,"有","無",4570000,64998,"",0,0,"","RPSRMLLMQHPFFBB88DA","70.31","0","0","無","","","","","","",217146.247,2671438.643,6
350,"北屯區","房地(土地+建物)+車位","軍福十三路121~150號",15.94,"都市：其他:第三種住宅區。","","",1090609,"土地1建物1車位1","二層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030915,115.53,2,1,2,"有","有",5900000,51069,"坡道平面",29.8,0,"","RPQNMLSLQHPFFBB88DA","49.19","8.79","0","有","294","","","","","",221298.649,2674169.325,3
351,"北區","房地(土地+建物)+車位","太原路二段181~210號",13.36,"都市：其他:第一種商業區","","",1090817,"土地1建物1車位1","十二層","十四層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",930903,127.61,4,2,2,"有","有",7880000,61886,"坡道機械",11.59,7e+05,"夾層","","RPSQMLSKQHPFFBB66DA","76.14","9.64","0","有","295","","","","",217957.866,2673317.967,6
352,"南區","房地(土地+建物)+車位","工學路31~60號",7.75,"都市：其他:第三種住宅區。","","",1090814,"土地1建物1車位1","六層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820612,103.23,2,1,1,"有","有",800000,7750,"坡道平面",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPVNMLPLKHGGFAB57DA","86.4","7.14","0","有","","","","","",215372.965,2668037.964,3
353,"西區","房地(土地+建物)","華美西街一段31~60號",3.83,"都市：其他:第二種住宅區","","",1090906,"土地1建物1車位0","四層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",780805,29.76,1,0,1,"有","有",1400000,47043,"",0,0,"","RPXPMLTJRHPFFAB07DA","20.79","2.64","0","有","","","","","","",215723.633,2673119.907,8
354,"西區","房地(土地+建物)","居仁街1~30號",22.79,"都市：其他:第二種住宅區","","",1090801,"土地2建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",761130,112.13,2,2,1,"有","有",6060000,54044,"",0,0,"陽台外推","","RPSOMLKKRHPFFAB28DA","79.65","10.83","0","有","296","","","","",217500.177,2670162.177,5
355,"南區","房地(土地+建物)","大慶街二段15巷1~30號",9.51,"都市：其他:第二種住宅區","","",1090822,"土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820211,35.29,1,0,1,"有","有",1850000,52423,"",0,0,"","RPSQMLKKRHPFFAB48DA","20.46","3.17","0","有","","","","","","",214485.424,2667768.368,2
356,"西區","房地(土地+建物)","美村路一段31~60號",4.35,"都市：其他:第二種住宅區","","",1090822,"土地1建物1車位0","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870507,39.16,1,1,1,"有","有",2880000,73544,"",0,0,"","RPUPMLKKRHPFFAB58DA","21.28","3.39","0","有","298","","","","","",215561.404,2669779.657,2
357,"南區","房地(土地+建物)","學府路135巷1~30號",10.78,"都市：其他:第二種住宅區","","",1090813,"土地4建物1車位0","三層","十八層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860925,105,2,2,1,"有","有",5250000,49995,"",0,0,"陽台外推","","RPSPMLOKRHPFFAB78DA","64.22","6.01","0","有","","","","","",216810.1,2669311.859,5
358,"南區","房地(土地+建物)+車位","工學一街167巷1~30號",13.56,"都市：其他:第三種住宅區。","","",1090820,"土地1建物1車位1","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870930,105.08,2,2,1,"有","有",5800000,55196,"坡道平面",25.05,0,"","RPRNMLMJRHPFFAB18DA","58.33","4.48","0","有","301","","","","","",215936.562,2667955.953,3
359,"東區","房地(土地+建物)","進德路20巷1~30號",33.45,"都市：其他:第二種住宅區","","",1090709,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",800321,93.51,4,0,4,"有","無",5900000,63095,"",0,0,"陽台外推","","RPROMLNKQHPFFAB38DA","79","4.23","0","無","","","","","",218680.154,2671327.663,6
360,"南區","房地(土地+建物)","忠孝路66巷1~30號",26.87,"都市：其他:第二種住宅區","","",1090818,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",771018,96.58,3,2,2,"有","有",5100000,52806,"",0,0,"","RPXNMLQKRHPFFAB66DA","79.41","8.68","0","無","304","","","","","",217192.689,2669097.711,4
361,"南區","房地(土地+建物)","學府路181~210號",2.39,"都市：其他:第二種住宅區","","",1090814,"土地2建物1車位0","四層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831207,30.15,1,1,1,"有","有",1400000,46434,"",0,0,"","RPUOMLQKRHPFFAB09DA","17.58","3.55","0","有","","","","","","",216864.76,2669324.469,5
362,"東區","房地(土地+建物)+車位","大智路331~360號",13.44,"都市：其他:第三種住宅區。","","",1090814,"土地1建物1車位1","十三層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831213,150.77,3,2,2,"有","有",6000000,39793,"坡道機械",0,0,"","RPVOMLQKRHPFFAB56DA","96.82","17.33","0","有","","","","","","",218535.206,2668909.245,3
363,"南區","房地(土地+建物)","建國南路一段241~270號",8.17,"都市：其他:第三種住宅區。","","",1090903,"土地1建物1車位0","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890505,89.35,2,2,1,"有","有",5300000,59317,"",0,0,"","RPSPMLQKRHPFFAB98DA","54.17","8.86","0","有","","","","","","",215338.53,2668936.299,3
364,"西區","房地(土地+建物)+車位","五權西三街31~60號",24.09,"都市：其他:第三種住宅區。","","",1090815,"土地1建物2車位1","十三層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",871002,228.94,4,2,2,"有","有",19040000,83166,"坡道機械",17.07,0,"","RPSNMLQKRHPFFAB78DA","148.7","19.5","0","有","","","","","","",215769.052,2669809.492,3
365,"西區","房地(土地+建物)","大業北路1~30號",24.19,"都市：其他:第三種住宅區。","","",1090814,"土地1建物1車位0","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",771221,131.09,3,2,2,"有","有",6680000,50953,"",0,0,"","RPPQMLQKRHPFFAB78DA","95.78","10.59","0","有","","","","","","",214823.185,2672246.268,4
366,"南區","房地(土地+建物)","文心南路901巷1~30號",11.29,"都市：其他:第三種住宅區。","","",1090825,"土地1建物1車位0","一層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860204,153.15,4,2,2,"有","有",6450000,42116,"",0,0,"","RPTQMLQKRHPFFAB56DA","85.79","12.56","0","有","306","","","","","",215381.312,2667162.867,1
367,"南區","房地(土地+建物)+車位","工學北路181~210號",13.18,"都市：其他:第三種住宅區。","","",1090806,"土地4建物1車位1","二層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840123,128.19,2,2,2,"有","有",5500000,42905,"坡道機械",0,0,"","RPPRMLQKRHPFFAB88DA","82.87","5.97","0","有","307","","","","","",215007.355,2667812.589,2
368,"西區","房地(土地+建物)+車位","三民路一段31~60號",8.66,"都市：其他:第一種商業區","","",1090703,"土地2建物1車位1","十七層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840113,108.42,3,2,2,"有","有",3000000,27673,"坡道機械",0,0,"","RPVOMLRKRHPFFAB66DA","63.88","9.32","0","有","","","","","","",217042.008,2670591.075,6
369,"中區","房地(土地+建物)","公園路31~60號",4.29,"都市：其他:第二種商業區","","",1090906,"土地2建物1車位0","七層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",701231,33.29,1,0,1,"有","有",1800000,54070,"",0,0,"","RPOWMLPKRHPFFAB56DA","22.18","0","0","有","309","","","","","",217379.351,2671309.419,5
370,"南區","房地(土地+建物)+車位","公理街31~60號",14.54,"都市：其他:第一種商業區","","",1090905,"土地3建物1車位1","八層，九層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860428,162.6,4,2,2,"有","有",7600000,46740,"坡道平面",0,0,"其他增建","","RPXUMLPKRHPFFAB27DA","94.3","11.18","0","有","","","","","",217047.478,2669220.339,5
371,"南區","房地(土地+建物)","永東街1~30號",69,"都市：其他:第二種住宅區","","",1090825,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",591204,105.48,4,2,5,"有","無",4000000,37922,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPRVMLPKRHPFFAB76DA","105.48","0","0","無","","","","","",216948.279,2668857.68,2
372,"南區","房地(土地+建物)","興大路350巷1~30號",63,"都市：其他:第二種住宅區","","",1090717,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",650213,86.28,3,1,2,"有","無",7960000,92258,"",0,0,"其他增建","","RPRQMLLLPHPFFAB38DA","86.28","0","0","無","","","","","",216561.84,2668190.833,4
373,"西區","房地(土地+建物)+車位","林森路91~120號",16.15,"都市：其他:第二種住宅區","","",1090605,"土地1建物1車位1","十四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880318,152.32,3,2,2,"有","有",8500000,55804,"坡道機械",6.91,0,"","RPPVMLRJPHPFFAB09DA","91.88","15.46","0","有","","","","","","",216143.071,2670651.041,4
374,"北屯區","房地(土地+建物)","東光路871~900號",11.71,"都市：其他:第三種住宅區。","","",1090725,"土地1建物1車位0","五層","十六層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",810401,139.45,3,2,2,"有","無",6000000,43026,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPPONLLKQHPFFBB18DA","97.48","10.67","0","無","","","","","",219693.747,2674082.308,4
375,"北屯區","房地(土地+建物)","昌平路二段4巷31~60號",16.3,"都市：其他:第二種住宅區","","",1090717,"土地1建物1車位0","七層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830426,101.33,3,2,2,"有","有",5500000,54278,"",0,0,"","RPQOMLMLPHPFFBB28DA","64.2","8.15","0","有","","","","","","",218591.752,2674906.166,5
376,"北屯區","房地(土地+建物)","中清路二段552巷8弄1~30號",16,"都市：其他:第五種住宅區","","",1090804,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",810422,52.31,2,2,2,"有","無",1977500,37803,"",0,0,"其他增建","","RPOQMLSKQHPFFBB88DA","47.12","5.19","0","無","","","","","",216180.41,2675132.725,5
377,"北屯區","房地(土地+建物)+車位","東光路781~810號",10.98,"都市：其他:第三種住宅區。","","",1090723,"土地1建物1車位1","十四層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830824,131.92,3,2,2,"有","有",7280000,55185,"坡道機械",0,0,"","RPSOMLOKQHPFFBB68DA","81.54","11.93","0","有","","","","","","",219693.747,2674082.308,4
378,"北屯區","房地(土地+建物)+車位","文心路四段271~300號",11.13,"都市：其他:第三種住宅區。","","",1090811,"土地1建物1車位1","十層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020725,127.01,2,2,2,"有","有",10200000,90198,"坡道平面",27.23,1200000,"","RPTRMLRKQHPFFBB76DA","60.56","6.72","0","有","","","","","","",219261.56,2674001.986,5
379,"北屯區","房地(土地+建物)","松義街151~180號",18.58,"都市：其他:第二種住宅區","","",1090811,"土地1建物1車位0","十一層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860127,111.28,3,2,2,"有","有",5800000,52121,"",0,0,"","RPTRMLQLQHPFFBB76DA","75.29","10.14","0","有","","","","","","",219380.951,2675878.493,3
380,"北區","房地(土地+建物)+車位","東光東街61~90號",11.98,"都市：其他:第二種住宅區","","",1090806,"土地1建物1車位1","十七層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831214,95.03,3,2,2,"有","有",4900000,51563,"坡道機械",0,0,"","RPQQMLQLQHPFFBB98DA","56.99","10.16","0","有","310","","","","","",219414.801,2672097.711,4
381,"北屯區","房地(土地+建物)","天津路四段69巷1~30號",83,"都市：其他:第二種住宅區","","",1090811,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",730616,106.59,4,3,5,"有","無",14700000,137912,"",0,0,"","RPRSMLLLQHPFFBB78DA","91.98","14.61","0","無","311","","","","","",218307.084,2673875.475,7
382,"北區","房地(土地+建物)+車位","育德路61~90號",34.65,"都市：其他:第二種住宅區","","",1090706,"土地2建物1車位1","十層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1000127,254.41,3,1,2,"有","有",26980000,106049,"坡道平面",49.35,0,"","RPPSMLNJRHPFFBB68DA","119.17","22.72","0","有","","","","","","",216394.06,2672523.12,5
383,"北屯區","房地(土地+建物)","柳陽西街2巷31~60號",80,"都市：其他:第二種住宅區","","",1090814,"土地3建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",740719,135.46,6,2,3,"有","無",14060000,103794,"",0,0,"陽台外推","頂樓加蓋","","RPORMLTJRHPFFBB09DA","113.59","21.87","0","無","313","","","",218354.374,2673598.947,8
384,"北區","房地(土地+建物)+車位","三民路三段241~270號",10.07,"都市：其他:第一種商業區","","",1090821,"土地2建物1車位1","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",910322,105.56,2,2,1,"有","有",6750000,63945,"坡道平面",26.57,0,"","RPOOMLTJRHPFFBB78DA","51.65","7.33","0","有","","","","","","",218613.348,2672692.095,5
385,"北屯區","房地(土地+建物)+車位","梅川西路四段271~300號",18.41,"都市：其他:第二種住宅區","","",1090809,"土地1建物1車位2","十層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860902,225.24,4,2,2,"有","有",12470000,55363,"坡道平面",0,0,"","RPSNMLNKRHPFFBB58DA","104.31","11.55","0","有","","","","","","",217564.859,2674587.637,6
386,"北區","房地(土地+建物)","大德街119巷1~30號",17.59,"都市：其他:第二種住宅區","","",1090827,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",681108,51.28,2,1,1,"有","無",2300000,44852,"",0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPTOMLOKRHPFFBB88DA","51.28","0","0","無","","","","","",217258.415,2672769.498,4
387,"北屯區","房地(土地+建物)+車位","崇德八路一段91~120號",21.62,"都市：其他:第三種住宅區。","","",1090827,"土地1建物1車位1","六層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1010120,197.83,3,2,2,"有","有",15500000,78350,"坡道平面",33.72,0,"","RPWNMLQKRHPFFBB66DA","91.28","21.66","0","有","","","","","","",217731.916,2675421.185,7
388,"北區","房地(土地+建物)+車位","武漢街61~90號",17.5,"都市：其他:第二種住宅區","","",1090725,"土地1建物1車位1","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820807,96.73,2,2,1,"有","有",5600000,57893,"坡道機械",0,0,"","RPQNMLQKRHPFFBB68DA","56.96","8.8","0","有","","","","","","",216650.973,2673594.811,6
389,"北屯區","房地(土地+建物)+車位","興安路二段461巷1~30號",16.72,"都市：其他:第二種住宅區","","",1090805,"土地2建物1車位1","十三層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890616,147.37,3,2,2,"有","有",8800000,59714,"坡道平面",22.5,0,"","RPSSMLPKRHPFFBB66DA","83.3","11.93","0","有","","","","","","",218921.116,2675467.895,3
390,"北區","房地(土地+建物)","三民路三段120巷1~30號",25.88,"都市：其他:第二種住宅區","","",1090706,"土地1建物1車位0","一層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",731003,65.53,1,3,1,"有","無",6000000,91561,"",0,0,"其他增建","","RPVPMLQKRHPFFBB76DA","60.5","0","0","無","","","","","",217944.616,2671689.441,6
