"id","鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號","X","X.1","X.2","X.3","X.4","Response_X","Response_Y","dist","dist.1","dist.2","dist.3","dist.4","dist.5","dist.6","dist.7","dist.8","dist.9"
1620,"北屯區","房地(土地+建物)","臺中市北屯區崇興路一段1~30號",15.41,"都市：其他:第二種住宅區","","",1091101,"土地1建物1車位0","三層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800708,102.66,4,1,2,"有","有",7000000,68186,NA,0,0,"","RPQNMLLKJIPFFBB47DA","79.05","13.18","0","有","","","","","","",218447.714,2673444.566,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1621,"大里區","房地(土地+建物)","臺中市大里區公教街60巷61~90號",98.28,"","鄉村區","乙種建築用地",1091024,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",810712,178.95,4,3,3,"有","無",10000000,55882,NA,0,0,"其他增建","","RPSOMLQKJIPFFIB98DA","168.28","10.67","0","無","","","","","",220253.03,2666860.45,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1622,"潭子區","房地(土地+建物)","臺中市潭子區圓通南路241~270號",10.41,"都市：其他:住宅區","","",1091021,"土地1建物1車位0","八層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",880702,66.32,2,1,1,"有","有",3900000,58806,NA,0,0,"","RPUNMLOJJIPFFHB68DA","38.38","5.61","0","有","","","","","","",219716.075,2678019.021,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1623,"西屯區","房地(土地+建物)","臺中市西屯區至善路101巷1~30號",3.52,"都市：其他:第三之二種住宅區","","",1091018,"土地1建物1車位0","二層","七層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",950711,25.71,1,0,1,"有","無",1720000,66900,NA,0,0,"","RPWPMLQLKHGGFCB18DA","11.95","0","0","無","","","","","","",213584.057,2674560.305,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1624,"大甲區","房地(土地+建物)","臺中市大甲區文昌街61~90號",15.12,"都市：其他:住宅區","","",1091021,"土地4建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820805,81.89,3,1,2,"有","有",2920000,35658,NA,0,0,"","RPPNMLKMIIPFFEB67DA","68.03","0","1.07","有","","","","","","",211584.565,2693714.18,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1625,"豐原區","房地(土地+建物)","臺中市豐原區三豐路二段20巷15弄1~30號",44.08,"都市：其他:第一種住宅區","","",1091025,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",620301,66,2,2,2,"有","無",5380000,81515,NA,0,0,"","RPSNMLQLIIPFFDB38DA","66","0","0","無","","","","","","",221653.416,2684423.367,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1626,"豐原區","房地(土地+建物)","臺中市豐原區中正路695巷1~30號",8.9,"都市：其他:住宅區","","",1091020,"土地1建物1車位0","十二層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820208,82.62,3,2,2,"有","無",3680000,44541,NA,0,0,"","RPQNMLSLIIPFFDB38DA","59.72","5.61","0","有","","","","","","",219718.03,2682507.99,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1627,"豐原區","房地(土地+建物)","臺中市豐原區直興街129巷1~30號",9.61,"都市：其他:第三種住宅區。","","",1091030,"土地2建物1車位0","七層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841020,86.59,2,1,1,"有","有",4000000,46195,NA,0,0,"","RPSOMLSKJIPFFDB68DA","54.85","7.49","0","有","","","","","","",222263.363,2683178.393,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1628,"豐原區","房地(土地+建物)","臺中市豐原區育英路56巷1~30號",3.74,"都市：其他:第二種住宅區","","",1091015,"土地1建物1車位0","七層","七層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",820902,25.25,1,0,1,"有","無",1000000,39604,NA,0,0,"","RPVNMLQKJIPFFDB68DA","15.72","3.63","0","無","2651","","","","","",221093.424,2681967.657,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1629,"豐原區","房地(土地+建物)","臺中市豐原區育英路56巷1~30號",4.33,"都市：其他:第二種住宅區","","",1091015,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820902,29.14,1,0,1,"有","無",1000000,34317,NA,0,0,"","SPVNMLQKJIPFFDB78DA","18.28","4.38","0","有","2652","","","","","",221093.424,2681967.657,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1630,"豐原區","房地(土地+建物)","臺中市豐原區育英路56巷1~30號",3.74,"都市：其他:第二種住宅區","","",1091015,"土地1建物1車位0","六層","七層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",820902,25.25,1,0,1,"有","無",1000000,39604,NA,0,0,"","RPWNMLQKJIPFFDB78DA","15.72","3.63","0","無","","","","","","",221093.424,2681967.657,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1631,"豐原區","房地(土地+建物)","臺中市豐原區育英路56巷1~30號",4.33,"都市：其他:第二種住宅區","","",1091015,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820902,29.13,1,0,1,"有","無",1000000,34329,NA,0,0,"","SPWNMLQKJIPFFDB88DA","17.97","4.38","0","有","","","","","","",221093.424,2681967.657,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1632,"西屯區","房地(土地+建物)","臺中市西屯區福科路340巷1~30號",17.9,"都市：其他:第三之一種住宅區","","",1091027,"土地1建物1車位0","七層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830826,164.33,4,2,2,"有","有",9200000,55985,NA,0,0,"","RPQQMLTJJIPFFCB58DA","121.71","17","0","有","","","","","","",211626.144,2675523.853,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1633,"西屯區","房地(土地+建物)","臺中市西屯區烈美街121~150號",26.79,"都市：其他:第二種住宅區","","",1091018,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740107,95.51,3,2,2,"有","無",5150000,53921,NA,0,0,"","RPTQMLTJJIPFFCB88DA","89.59","5.92","0","無","","","","","","",213686,2675512.282,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1634,"西屯區","房地(土地+建物)","臺中市西屯區慶和街31~60號",34.34,"都市：其他:第二種住宅區","","",1091012,"土地1建物1車位0","二層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",771116,129.35,4,4,4,"有","有",10000000,77310,NA,0,0,"","RPPPMLRKJIPFFCB28DA","95.05","8.58","0","有","2660","","","","","",214063.306,2674567.089,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1635,"西屯區","房地(土地+建物)","臺中市西屯區青海路二段271~300號",3.23,"都市：其他:第三之二種住宅區","","",1091106,"土地1建物1車位0","六層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840420,25.71,1,0,1,"有","有",1980000,77013,NA,0,0,"含傢俱設備費","","RPRPMLRKJIPFFCB48DA","14.58","3.21","0","有","2662","","","","",212905.799,2674609.569,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1636,"西屯區","房地(土地+建物)","臺中市西屯區福聯街61~90號",4.34,"都市：其他:第一種住宅區","","",1091107,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830604,24.63,1,0,1,"有","有",1250000,50751,NA,0,0,"含傢俱設備費","","RPVOMLRKJIPFFCB78DA","13.97","2.59","0","有","2665","","","","",210188.475,2675958.66,1250,1250,1250,1250,1250,1250,750,1250,1250,1250
1637,"西屯區","房地(土地+建物)","臺中市西屯區逢甲路19巷1~30號",4.65,"都市：其他:第二種住宅區","","",1091001,"土地2建物1車位0","三層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820616,23.84,1,1,1,"有","有",1730000,72567,NA,0,0,"","RPQQMLQKJIPFFCB38DA","15.48","0","0","有","2670","","","","","",214028.481,2674782.626,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1638,"清水區","房地(土地+建物)","臺中市清水區民有路227巷31~60號",125,"都市：其他:第四種住宅區","","",1091007,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",940923,197.96,5,2,3,"有","無",10580000,53445,NA,0,0,"","RPSNMLSKJIPFFFB88EA","167.89","30.07","0","無","","","","","","",205851.057,2685955.637,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1639,"北區","房地(土地+建物)","臺中市北區進化北路241~270號",4.4,"都市：其他:第三種住宅區。","","",1091109,"土地1建物1車位0","四層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821014,46.99,1,0,1,"有","有",2500000,53203,NA,0,0,"","RPSQMLSKJIPFFBB78EA","27.63","0","0","有","2672","","","","","",216987.619,2673142.666,1250,1250,1250,1250,1250,1250,1250,1000,1250,1250
1640,"大肚區","房地(土地+建物)","臺中市大肚區育英路1~30號",88.6,"都市：其他:住宅區","","",1091022,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",750720,177.22,4,2,3,"有","無",9800000,55298,NA,0,0,"頂樓加蓋","","RPTQMLQKJIPFFKB86DA","169","8.22","0","無","","","","","",204064.473,2671688.412,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1641,"太平區","房地(土地+建物)","臺中市太平區新民路1~30號",2.93,"都市：其他:住宅區","","",1091018,"土地1建物1車位0","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831018,29.1,1,1,1,"有","有",1780000,61168,NA,0,0,"","RPSNMLRKJIPFFJB09DA","18.21","3.54","0","有","","","","","","",221782.01,2671854.35,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1642,"龍井區","房地(土地+建物)","臺中市龍井區中央路一段3巷151~180號",22.43,"都市：其他:蝚砍?蝔桐?摰?","","",1091028,"土地2建物1車位0","一層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841230,132.22,3,1,2,"有","有",3400000,25715,NA,0,0,"","RPSQMLQKJIPFFKB76DA","82.09","7.78","0","有","","","","","","",201231.239,2677105.149,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1643,"北屯區","房地(土地+建物)","臺中市北屯區大連路一段241~270號",21.93,"都市：其他:第二種住宅區","","",1091006,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",731123,77.64,3,2,1,"有","有",4050000,52164,NA,0,0,"","RPXNMLSKJIPFFBB98EA","61.86","6.82","0","無","2679","","","","","",217609.062,2674607.71,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1644,"北區","房地(土地+建物)","臺中市北區文化街1~30號",25,"都市：其他:第二種住宅區","","",1090929,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",751029,98.1,6,4,4,"有","無",5280000,53823,NA,0,0,"","RPUPMLSKJIPFFBB88EA","76.47","14.64","0","無","","","","","","",216809.948,2671931.171,1250,1250,1250,1250,1250,1250,1250,1000,1250,1250
1645,"西屯區","房地(土地+建物)","臺中市西屯區臺灣大道四段661~690號",336.9,"都市：其他:第三之一種住宅區","","",1090928,"土地2建物1車位0","全","一層","透天厝","住家用","鋼筋混凝土造",791208,146.12,0,0,0,"無","無",66243000,453347,NA,0,0,"未登記建物","未登記建物","","RPTNMLQKJIPFFCB48EA","146.12","0","0","無","","","","",208932.709,2675299.639,1250,1250,1250,1250,1250,1250,1000,1250,1250,1250
1646,"豐原區","房地(土地+建物)","臺中市豐原區南陽路國民新村1~30號",61,"都市：其他:第二種住宅區","","",1090910,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",570904,89.6,3,2,2,"有","無",6600000,73661,NA,0,0,"","RPRNMLTKJIPFFDB68EA","89.6","0","0","無","","","","","","",222365.568,2682307.842,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1647,"西屯區","房地(土地+建物)","臺中市西屯區國安一路121~150號",7.11,"都市：其他:住宅區","","",1091022,"土地1建物1車位0","二十三層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",991119,67.19,2,2,1,"有","有",6000000,89299,NA,0,0,"其他增建","","RPPRMLNKJIPFFCB08DA","40.87","5.35","0","有","","","","","",210377.127,2676368.953,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1648,"西屯區","房地(土地+建物)","臺中市西屯區西屯路二段吉本巷1~30號",19.78,"都市：其他:第二種住宅區","","",1091101,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",681210,72.55,2,2,1,"有","無",3700000,50999,NA,0,0,"","RPQNMLNKJIPFFCB77DA","68.03","4.52","0","無","","","","","","",214760.576,2673410.316,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1649,"南屯區","房地(土地+建物)","臺中市南屯區向上南路一段151~180號",3.01,"都市：其他:第二種住宅區","","",1091109,"土地1建物1車位0","七層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",790705,28.77,1,0,1,"有","有",1600000,55613,NA,0,0,"含傢俱設備費","","RPSNMLRKJIPFFCB38DA","16.73","5.73","0","有","","","","","",214132.828,2671100.953,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1650,"西屯區","房地(土地+建物)","臺中市西屯區工業區一路58巷11弄1~30號",5.99,"都市：其他:第二種住宅區","","",1091102,"土地1建物1車位0","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800911,36.92,0,0,0,"無","有",2260000,61213,NA,0,0,"","RPWOMLTKJIPFFCB09DA","22.78","3.04","0","有","","","","","","",210759.329,2674764.566,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1651,"南屯區","房地(土地+建物)","臺中市南屯區大業路151~180號",20.58,"都市：其他:第二種住宅區","","",1090924,"土地1建物1車位0","十一層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",791120,176.44,3,2,3,"有","有",12800000,72546,NA,0,0,"1.賣方折價新台幣壹萬元整於買方做隔間拆除工程使用。 2.賣方補貼新台幣肆萬元整於買方做工程修繕使用。","RPRPMLTKJIPFFCB68DA","130.95","23.05","0","有","","","","","","",212754.863,2672066.589,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1652,"西屯區","房地(土地+建物)","臺中市西屯區逢甲路20巷10弄1~30號",26.56,"都市：其他:第二種住宅區","","",1090930,"土地3建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690211,72.91,3,2,1,"有","無",5560000,76258,NA,0,0,"頂樓加蓋","","RPTPMLKLIIPFFCB97DA","72.91","0","0","無","","","","","",214039.228,2674924.555,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1653,"西屯區","房地(土地+建物)","臺中市西屯區弘孝路241~270號",8.9,"都市：其他:第二種住宅區","","",1091018,"土地1建物1車位0","十層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830430,71.41,2,1,1,"有","有",4650000,65117,NA,0,0,"","RPPPMLLLIIPFFCB67DA","53.19","9.76","0","有","","","","","","",214590.298,2674337.484,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1654,"神岡區","房地(土地+建物)","臺中市神岡區大漢街53巷1~30號",21.78,"都市：其他:住宅區","","",1091030,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850202,115.98,3,2,2,"有","有",4250000,36644,NA,0,0,"","RPUOMLMJJIPFFDB18DA","71.7","15.06","0","有","","","","","","",219367.91,2683150.649,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1655,"外埔區","房地(土地+建物)","臺中市外埔區甲后路五段128巷65弄31~60號",88.04,"","鄉村區","乙種建築用地",1091001,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",790510,130.88,5,2,2,"有","無",7900000,60361,NA,0,0,"其他增建","未登記建物","","RPXNMLTJJIPFFEB56DA","130.88","0","0","無","","","","",213444.624,2693106.774,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1656,"沙鹿區","房地(土地+建物)","臺中市沙鹿區臺灣大道七段1080巷1~30號",89,"都市：其他:第四種住宅區","","",1091014,"土地3建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",710215,175.71,6,1,4,"有","無",6710000,38188,NA,0,0,"含土地增值稅或其他稅費134629元","含地政士服務費19000元","其他                    ","","RPVPMLTJJIPFFFB66DA","175.71","0","0","無","","","",205174.476,2681931.37,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1657,"清水區","房地(土地+建物)","臺中市清水區民有路113巷1~30號",122,"都市：其他:第四種住宅區","","",1091028,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",830125,221.91,5,5,3,"有","無",9800000,44162,NA,0,0,"","RPUPMLTKJIPFFFB66DA","205.68","0.65","15.58","無","","","","","","",206295.88,2685798.779,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1658,"沙鹿區","房地(土地+建物)","臺中市沙鹿區平等八街31~60號",119.13,"都市：其他:第二種住宅區","","",1091023,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",850525,140.67,7,2,7,"有","無",8290000,58932,NA,0,0,"土地交易價金:新台幣497萬4000元整建物交易價金:新台幣331萬6000元整","RPSNMLKLJIPFFFB08DA","140.67","0","0","無","","","","","","",206821.315,2679354.864,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1659,"大里區","房地(土地+建物)","臺中市大里區樹王路439巷1~30號",89.01,"","鄉村區","乙種建築用地",1091029,"土地1建物1車位0","全","一層","透天厝","住家用","見其他登記事項",600000,45.58,2,2,1,"有","無",4000000,87758,NA,0,0,"增值稅壹拾肆萬肆仟壹佰壹拾貳元整由買方負擔繳清","RPSNMLTKJIPFFIB56DA","45.58","0","0","無","","","","","","",215784.88,2667396.87,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1660,"霧峰區","房地(土地+建物)","臺中市霧峰區中正路1224巷1~30號",161.88,"都市：其他:住宅區","","",1091020,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",670410,142.26,5,2,2,"有","無",9000000,63264,NA,0,0,"頂樓加蓋","","RPVNMLSKJIPFFIB76DA","142.26","0","0","無","","","","","",219632.255,2663326.487,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1661,"潭子區","房地(土地+建物)","臺中市潭子區中山路一段7巷1~30號",4.9,"都市：其他:住宅區","","",1091027,"土地1建物1車位0","五層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831205,50.61,1,1,1,"有","有",2000000,39518,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPQSMLSKJIPFFHB66DA","34.46","4.25","0","有","","","","","",219722.904,2675899.352,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1662,"大雅區","房地(土地+建物)","臺中市大雅區龍善二街161巷31~60號",76.06,"都市：其他:農業區","","",1091004,"土地3建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",840210,165.68,4,3,3,"有","無",9000000,54322,NA,0,0,"","RPRNMLTKJIPFFHB98DA","155.46","10.22","0","無","","","","","","",215743.198,2678665.368,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1663,"大雅區","房地(土地+建物)","臺中市大雅區永和路121~150號",86,"都市：其他:農業區","","",1091016,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",800212,174.81,11,0,11,"有","無",17500000,100109,NA,0,0,"頂樓加蓋","其他增建","","RPQPMLRKJIPFFHB88DA","164.59","10.22","0","無","2714","","","",214333.766,2679857.524,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1664,"北區","房地(土地+建物)","臺中市北區五常街361~390號",2.87,"都市：其他:第一種商業區","","",1091009,"土地1建物1車位0","十一層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",971128,30.36,1,1,1,"有","有",2750000,90580,NA,0,0,"","RPTRMLKKJIPFFBB08DA","17.04","1.59","0","有","","","","","","",217501.776,2673097.751,1250,1250,1250,1250,1250,1250,1250,750,1250,1250
1665,"北區","房地(土地+建物)","臺中市北區漢口路四段1~30號",6.9,"都市：其他:第二種住宅區","","",1091109,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810622,35.76,1,0,1,"有","有",2000000,55928,NA,0,0,"","RPXPMLKKJIPFFBB28DA","25.14","2.88","0","有","","","","","","",217255.277,2673592.807,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1666,"北屯區","房地(土地+建物)","臺中市北屯區綏遠路二段61~90號",22.41,"都市：其他:第一種商業區","","",1091027,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750925,85.41,3,2,1,"有","無",3900000,45662,NA,0,0,"陽台外推","","RPSUOLQKJIPFFBB09DA","79.41","6","0","無","","","","","",217702.443,2674532.913,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1667,"北區","房地(土地+建物)","臺中市北區德化街91~120號",24.43,"都市：其他:第二種住宅區","","",1091010,"土地3建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",801211,141.47,5,0,5,"有","有",9200000,65031,NA,0,0,"","RPRNMLRKJIPFFBB18DA","101.74","4.39","0","有","2717","","","","","",215844.552,2672881.588,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1668,"北區","房地(土地+建物)","臺中市北區太平路121~150號",17.88,"都市：其他:第二種住宅區","","",1090918,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840509,106.5,4,4,4,"有","有",7350000,69014,NA,0,0,"","RPROMLRKJIPFFBB28DA","78.02","7.38","0","有","","","","","","",217233.122,2671951.586,1250,1250,1250,1250,1250,1250,1250,750,1250,1250
1669,"北區","房地(土地+建物)","臺中市北區光大街91~120號",14.45,"都市：其他:第二種住宅區","","",1091024,"土地2建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720210,67.33,3,0,3,"有","無",4020000,59706,NA,0,0,"陽台外推","","RPQOMLSKJIPFFBB28DA","48.72","6.88","0","無","2719","","","","",217588.288,2671877.564,750,1250,1250,1250,1250,1250,1250,750,1250,1000
1670,"北屯區","房地(土地+建物)","臺中市北屯區北平路三段61~90號",12.28,"都市：其他:第一種商業區","","",1091028,"土地1建物1車位0","七層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850308,115.39,3,2,2,"有","有",6300000,54597,NA,0,0,"","RPUNMLSKJIPFFBB58DA","70.22","9.02","0","有","","","","","","",217994.888,2673970.725,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1671,"北區","房地(土地+建物)","臺中市北區進化路601~630號",23.3,"都市：其他:第二種住宅區","","",1091013,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780413,135.41,3,2,2,"有","有",7200000,53172,NA,0,0,"","RPRPMLSKJIPFFBB48DA","101.11","16.87","0","有","2720","","","","","",218873.293,2672943.739,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1672,"北區","房地(土地+建物)","臺中市北區中清路一段31~60號",138,"都市：其他:第一種商業區","","",1091021,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土加強磚造",631116,294.74,0,0,0,"無","無",33000000,111963,NA,0,0,"頂樓加蓋","含租約","","RPQQMLTKJIPFFBB58DA","294.74","0","0","無","","","","",216638.239,2674260.594,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1673,"北屯區","房地(土地+建物)","臺中市北屯區東山路二段250巷14弄31~60號",254.94,"都市：其他:特二種住宅區","","",1091008,"土地3建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",850108,200.72,4,2,2,"有","有",8400000,41849,NA,0,0,"","RPXNMLTKJIPFFBB98DA","148.03","52.69","0","無","","","","","","",227139.214,2676624.537,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1674,"南區","房地(土地+建物)","臺中市南區公理街31~60號",9.58,"都市：其他:第一種商業區","","",1091023,"土地3建物1車位0","十八層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860428,107.88,2,1,1,"有","有",4680000,43382,NA,0,0,"","RPVPMLNLIIPFFAB28DA","63.48","5.99","0","有","","","","","","",217047.478,2669220.339,1250,1000,1250,1250,1250,1250,1250,1250,1250,1250
1675,"西區","房地(土地+建物)","臺中市西區模範街1巷1~30號",32,"都市：其他:第一種商業區","","",1090921,"土地1建物1車位0","四層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701103,144.04,3,2,2,"有","有",7100000,49292,NA,0,0,"","RPWPMLPKJIPFFAB58DA","121.22","22.82","0","有","","","","","","",216102.062,2671347.703,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1676,"南區","房地(土地+建物)","臺中市南區美和街91~120號",5.71,"都市：其他:第二種住宅區","","",1091028,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830514,33.15,1,0,1,"有","無",1890000,57014,NA,0,0,"","RPRRMLRKJIPFFAB48DA","20.43","2.28","0","有","","","","","","",216100.027,2668606.165,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1677,"東區","房地(土地+建物)","臺中市東區富榮街31~60號",25.94,"都市：其他:第二種住宅區","","",1090910,"土地2建物1車位0","五層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",701204,99.07,8,0,8,"有","無",8200000,82770,NA,0,0,"","RPROMLTKJIPFFAB38DA","81.48","6.42","0","有","","","","","","",218286.894,2671185.305,500,1250,1250,1250,1250,1250,1250,1250,1250,1250
1678,"北屯區","房地(土地+建物)","臺中市北屯區東山路一段147巷40弄31~60號",150,"都市：其他:第二種住宅區","","",1091004,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",731004,112.76,4,3,3,"有","無",16580000,147038,NA,0,0,"其他增建","","RPUQMLPJIIPFFBB38DA","104.88","7.88","0","無","","","","","",220347.238,2674011.515,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1679,"北區","房地(土地+建物)","臺中市北區中清路一段601~630號",6.44,"都市：其他:第二種住宅區","","",1091015,"土地1建物1車位0","十層","二十層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880616,76.19,2,1,1,"有","有",4000000,52500,NA,0,0,"","RPROMLPKIIPFFBB97DA","41.99","8.02","0","有","","","","","","",216638.239,2674260.594,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
1680,"北區","房地(土地+建物)","臺中市北區忠太東路91~120號",4.72,"都市：其他:第三種住宅區。","","",1091019,"土地1建物1車位0","十五層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840607,55.35,1,1,1,"有","有",2500000,45167,NA,0,0,"","RPOOMLSKIIPFFBB97DA","33.15","1.85","0","有","","","","","","",216701.769,2673297.697,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
