"id","鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號","X","X.1","X.2","X.3","X.4","Response_X","Response_Y","dist","dist.1","dist.2","dist.3","dist.4","dist.5","dist.6","dist.7","dist.8","dist.9"
1,"西屯區","房地(土地+建物)","惠中路100巷1弄1~30號",67,"都市：其他:第三之二種住宅區","","",1090727,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",600908,85,3,2,2,"有","無",8600000,101176,NA,0,0,"其他增建","","RPXOMLTJRHPFFCB27EA","85","0","0","無","","","","","",214073.223,2673536.41,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
2,"西屯區","房地(土地+建物)","福中七街31~60號",10.62,"都市：其他:第三種住宅區。","","",1090811,"土地1建物1車位0","八層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831115,81.34,2,2,2,"有","有",4060000,49914,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPVOMLNKRHPFFCB09DA","62.49","7.53","0","有","","","","","",210889.478,2674936.254,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
3,"西屯區","房地(土地+建物)","福中十街1~30號",72,"都市：其他:第三種住宅區。","","",1090820,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",760625,101.84,6,3,2,"有","無",15500000,152200,NA,0,0,"頂樓加蓋","其他增建","","RPQVMLPKRHPFFCB86DA","87.7","14.14","0","無","","","","",210852.057,2674708.731,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
4,"北區","房地(土地+建物)","一中街121~150號",38,"都市：其他:第二種住宅區","","",1090811,"土地1建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840929,187.26,7,0,7,"有","有",14600000,77966,NA,0,0,"其他增建","","RPSTMLOKRHPFFBB66DA","115.89","7.64","0","有","609","","","","",218183.874,2672133.16,750,1250,1250,1250,1250,1250,1250,1000,1250,1250
5,"西屯區","房地(土地+建物)","福中三街23巷1~30號",90,"都市：其他:第二種住宅區","","",1090812,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",791201,317.08,8,2,6,"有","無",16000000,50460,NA,0,0,"交易總價為出賣人賣清價格，賣方應負擔之增值稅新台幣530796元由買方負擔。","RPVPMLSLRHPFFCB17DA","285.7","31.38","0","無","","","","","","",210951.589,2675075.58,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
6,"中區","房地(土地+建物)","興中街31~60號",46,"都市：其他:第一種商業區","","",1090828,"土地1建物1車位0","全","三層","透天厝","住家用","見其他登記事項",551031,119.94,6,2,4,"有","無",6200000,51693,NA,0,0,"其他增建","","RPTPMLSJRHPFFAB56DA","119.94","0","0","無","1031","","","","",217283.717,2670887.324,1250,1000,750,1250,1250,1250,1250,1250,500,250
7,"北屯區","房地(土地+建物)","雷中街2巷1~30號",29.4,"都市：其他:第二種住宅區","","",1090829,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",811006,83.98,3,2,2,"有","有",5300000,63110,NA,0,0,"","RPXUMLTLRHPFFBB87DA","65.73","6.33","0","無","","","","","","",216549.179,2675085.774,1250,1250,1250,750,1250,1250,1250,1250,1250,1250
8,"北區","房地(土地+建物)","一中街31~60號",4.65,"都市：其他:第二種住宅區","","",1091013,"土地1建物1車位0","十二層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",781024,43.01,1,1,1,"有","有",2700000,62776,NA,0,0,"","RPOOMLMLIIPFFBB47DA","27.31","3.94","0","有","","","","","","",218183.874,2672133.16,750,1250,1250,1250,1250,1250,1250,1000,1250,1250
9,"北區","房地(土地+建物)","一中街31~60號",4.71,"都市：其他:第二種住宅區","","",1090825,"土地1建物1車位0","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",781024,43.41,1,0,1,"有","有",1500000,34554,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPQUMLSLIIPFFBB98EA","27.31","4.15","0","有","","","","","",218183.874,2672133.16,750,1250,1250,1250,1250,1250,1250,1000,1250,1250
10,"南屯區","房地(土地+建物)","惠中路三段361~390號",24.16,"都市：其他:第二種住宅區","","",1090916,"土地1建物1車位0","十二層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960601,130.96,3,2,1,"有","無",13280000,101405,NA,0,0,"","RPVPMLRJIIPFFCB68DA","62.23","9.9","0","無","1847","","","","","",213522.158,2670769.35,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
11,"西屯區","房地(土地+建物)","福中十五街13巷1~30號",74,"都市：其他:第三種住宅區。","","",1090914,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",771214,170.43,4,3,3,"有","無",11500000,67476,NA,0,0,"","RPPPNLOLIIPFFCB08DA","157.79","12.64","0","無","","","","","","",210846.802,2674333.535,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
12,"北區","房地(土地+建物)","一中街31~60號",9.94,"都市：其他:第二種住宅區","","",1091014,"土地1建物2車位0","十二層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",781024,91.74,2,1,1,"有","有",4360000,47526,NA,0,0,"其他增建","","RPTVMLLLIIPFFBB58DA","58.84","0","5.9","有","","","","","",218183.874,2672133.16,750,1250,1250,1250,1250,1250,1250,1000,1250,1250
13,"北區","房地(土地+建物)","一中街31~60號",23.18,"都市：其他:第二種住宅區","","",1091015,"土地1建物2車位0","六層","十四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",781024,209.23,11,0,11,"有","無",15800000,75515,NA,0,0,"","RPRNMLRLIIPFFBB18DA","123.06","28.83","0","無","2274","","","","","",218183.874,2672133.16,750,1250,1250,1250,1250,1250,1250,1000,1250,1250
14,"東區","房地(土地+建物)","環中東路五段38巷1~30號",71,"都市：其他:第七種住宅區","","",1091006,"土地1建物1車位0","全","一層","透天厝","住家用","磚造",610201,37.91,5,2,1,"有","無",3750000,98918,NA,0,0,"其他增建","","RPUOMLNKIIPFFAB97DA","37.91","0","0","無","","","","","",219972.785,2669353.399,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
15,"西區","房地(土地+建物)","臺中市西區五權五街246巷15弄1~30號",83.65,"都市：其他:第二種住宅區","","",1090701,"土地3建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",781024,207.45,4,2,3,"有","有",14800000,71342,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPSPMLPJQHPFFAB68DA","150.11","8.92","12.38","無","","","","","",215016.255,2670220.977,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
16,"南區","房地(土地+建物)","臺中市南區美和街91~120號",10.93,"都市：其他:第二種住宅區","","",1090819,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830514,63.4,1,2,1,"有","有",3130000,49369,NA,0,0,"","RPOOMLKLQHPFFAB87DA","44.43","0","1.29","有","","","","","","",216100.027,2668606.165,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
17,"西區","房地(土地+建物)","臺中市西區五權西五街28巷1~30號",34.8,"都市：其他:第二種住宅區","","",1090513,"土地3建物1車位0","一層","二層","公寓(5樓含以下無電梯)","住家用","加強磚造",610519,33.37,1,1,1,"有","無",2560000,76716,NA,0,0,"","RPSNMLSJRHPFFAB88DA","33.37","0","0","無","","","","","","",215341.864,2670392.245,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
18,"南區","房地(土地+建物)","臺中市南區明德街1~30號",13.43,"都市：其他:第二種住宅區","","",1090821,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",671209,56.97,2,1,1,"有","有",2000000,35106,NA,0,0,"","RPUPMLRJRHPFFAB56DA","56.97","0","0","有","2","","","","","",217919.746,2668353.152,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
19,"西區","房地(土地+建物)","臺中市西區華美街154巷1~30號",39.19,"都市：其他:第二種住宅區","","",1090728,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680517,75.97,3,2,2,"有","無",8650000,113861,NA,0,0,"其他增建","","RPRQMLSJRHPFFAB09DA","75.97","0","0","無","3","","","","",215382.714,2671102.703,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
20,"北區","房地(土地+建物)","臺中市北區青島西街61~90號",16.53,"都市：其他:第二種住宅區","","",1090808,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",731001,81.26,2,2,2,"有","有",3900000,47994,NA,0,0,"","RPOOMLSJQHPFFBB58DA","58.81","0","1.92","有","4","","","","","",216793.788,2673916.665,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
21,"北區","房地(土地+建物)","臺中市北區學士路271~300號",5.03,"都市：其他:第一種商業區","","",1090629,"土地1建物1車位0","十四層","十八層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",980805,72.85,1,1,1,"有","有",5880000,80714,NA,0,0,"","RPOOMLMJRHPFFBB08DA","44.34","0","7.56","有","","","","","","",217591.331,2673084.12,1250,1250,1250,1250,1250,1250,1250,750,1250,1250
22,"北屯區","房地(土地+建物)","臺中市北屯區昌平路二段4巷31~60號",15.02,"都市：其他:第二種住宅區","","",1090809,"土地1建物1車位0","一層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830426,94.35,5,2,2,"有","有",6460000,68468,NA,0,0,"其他增建","","RPQQMLNJRHPFFBB58DA","64.4","7.98","0","有","6","","","","",218591.752,2674906.166,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
23,"北屯區","房地(土地+建物)","臺中市北屯區文心路四段271~300號",5.92,"都市：其他:第三種住宅區。","","",1090725,"土地1建物1車位0","五層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020725,63.68,1,1,1,"有","有",5620000,88254,NA,0,0,"","RPTOMLRJRHPFFBB09DA","35.34","1.63","5.98","有","7","","","","","",219261.56,2674001.986,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
24,"北區","房地(土地+建物)","臺中市北區三民路三段315巷1~30號",3.85,"都市：其他:第二種住宅區","","",1090901,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800415,31.72,1,1,1,"有","有",1780000,56116,NA,0,0,"","RPXQMLRJRHPFFBB07DA","20.34","0","6.57","有","","","","","","",218302.454,2672481.83,1000,1250,1250,1250,1250,1250,1250,1000,1250,1250
25,"北區","房地(土地+建物)","臺中市北區健行路421~450號",3.96,"都市：其他:第二種住宅區","","",1090901,"土地1建物1車位0","九層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840526,33.83,1,1,1,"有","有",1820000,53798,NA,0,0,"","RPSNMLSJRHPFFBB98DA","18.18","0","2.76","有","","","","","","",215996.552,2672699.688,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
26,"北區","房地(土地+建物)","臺中市北區中清路一段301~330號",3.17,"都市：其他:第二種住宅區","","",1090814,"土地4建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",710121,24.26,1,1,1,"有","有",1350000,55647,NA,0,0,"","RPOOMLSJRHPFFBB68DA","19.39","0","0","有","10","","","","","",216638.239,2674260.594,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
27,"北區","房地(土地+建物)","臺中市北區雙十路二段1巷1~30號",33.2,"都市：其他:第二種住宅區","","",1090807,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700930,106.08,4,1,4,"有","無",7180000,67685,NA,0,0,"","RPUOMLSJRHPFFBB66DA","90.35","0","15.73","無","11","","","","","",218290.725,2671844.561,500,1250,1250,1250,1250,1250,1250,1250,1250,1250
28,"北屯區","房地(土地+建物)","臺中市北屯區松和街191巷31~60號",71,"都市：其他:第二種住宅區","","",1090823,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",740617,119.94,3,2,2,"有","無",12500000,104219,NA,0,0,"買方除總價外，另支付賣方土地增值稅84579元。頂樓加蓋","其他增建","","RPVOMLTJRHPFFBB86DA","100.77","14.66","4.51","無","","","","",218626.643,2675147.365,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
29,"北區","房地(土地+建物)","臺中市北區陝西二街1~30號",24.41,"都市：其他:第二種住宅區","","",1090811,"土地1建物1車位0","六層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800104,130.76,3,2,2,"有","有",5800000,44356,NA,0,0,"","RPQOMLTJRHPFFBB98DA","93.51","4.61","9.89","有","","","","","","",216222.508,2673930.183,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
30,"西屯區","房地(土地+建物)","臺中市西屯區至善路101巷1~30號",4.3,"都市：其他:第三之二種住宅區","","",1090816,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",950711,31.5,1,1,1,"有","有",1700000,53968,NA,0,0,"","RPQQMLLLQHPFFCB58DA","11.7","0","2.86","有","","","","","","",213584.057,2674560.305,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
31,"西屯區","房地(土地+建物)","臺中市西屯區逢甲路61~90號",13.2,"都市：其他:第二種住宅區","","",1090819,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",671027,57.83,2,1,1,"有","無",2950000,51012,NA,0,0,"陽台外推","","RPUOMLOLQHPFFCB09DA","57.83","0","0","無","","","","","",213240.47,2674247.833,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
32,"西屯區","房地(土地+建物)","臺中市西屯區黎明路三段301~330號",3.19,"都市：其他:第二種商業區","","",1090813,"土地1建物1車位0","一層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840220,24.16,1,0,1,"有","有",1358000,56209,NA,0,0,"","RPVNMLRLQHPFFCB76DA","14.25","0","2.23","有","","","","","","",215068.758,2676777.382,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
33,"西屯區","房地(土地+建物)","臺中市西屯區天保街121~150號",5.33,"都市：其他:第二種住宅區","","",1090826,"土地1建物1車位0","三層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830416,28.35,0,0,0,"無","有",1760000,62081,NA,0,0,"","RPSOMLQLQHPFFCB09DA","21.23","0","3.91","有","","","","","","",210837.159,2674607.64,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
34,"南屯區","房地(土地+建物)","臺中市南屯區惠德街81巷31~60號",44.8,"都市：其他:第二種住宅區","","",1090706,"土地2建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701207,133.32,3,2,2,"有","無",8550000,64131,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","頂樓加蓋","","RPQOMLLJRHPFFCB28DA","133.32","0","0","無","","","","",213689.219,2670446.26,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
35,"西屯區","房地(土地+建物)","臺中市西屯區工業區一路58巷11弄1~30號",4.88,"都市：其他:第二種住宅區","","",1090722,"土地1建物1車位0","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800911,30.41,0,0,0,"無","有",1700000,55903,NA,0,0,"","RPQNMLPJRHPFFCB58DA","17.91","0","2.79","有","","","","","","",210759.329,2674764.566,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
36,"西屯區","房地(土地+建物)","臺中市西屯區寶慶街50巷31~60號",13.78,"都市：其他:第三種商業區","","",1090820,"土地2建物1車位0","九層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",811105,141.5,3,2,2,"有","有",2200000,15548,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPUPMLRJRHPFFCB76DA","98.24","0.79","10.77","有","","","","","",214209.416,2674160.094,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
37,"南屯區","房地(土地+建物)","臺中市南屯區黎明路二段71巷1~30號",11.85,"都市：其他:第二種住宅區","","",1090623,"土地1建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821120,68.43,1,1,1,"有","有",3900000,56993,NA,0,0,"","RPSPMLSJRHPFFCB66DA","46.22","0","2.29","有","","","","","","",213003.173,2671048.143,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
38,"西屯區","房地(土地+建物)","臺中市西屯區福強街91~120號",19.14,"都市：其他:第一種住宅區","","",1090818,"土地1建物1車位0","二十四層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840107,141.42,4,2,2,"有","有",6220000,43982,NA,0,0,"","RPSRMLSJRHPFFCB86DA","96.06","0.83","12.41","有","19","","","","","",209945.003,2675994.452,1250,1250,1250,1250,1250,1250,750,1250,1250,1250
39,"神岡區","房地(土地+建物)","臺中市神岡區民權二街285巷1~30號",194,"都市：其他:農業區","","",1090726,"土地2建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",1081115,168.69,3,2,4,"有","無",15300000,90699,NA,0,0,"陽台外推","頂樓加蓋","","RPSOMLLMPHPFFDB68DA","153","0","15.69","無","","","","",218337.924,2683531.427,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
40,"豐原區","房地(土地+建物)","臺中市豐原區三民路1~30號",5.32,"都市：其他:第二種商業區","","",1090812,"土地1建物1車位0","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",930311,49.45,1,1,1,"有","有",3000000,60667,NA,0,0,"","RPVNMLMJRHPFFDB88DA","29.25","0","3.81","有","","","","","","",221519.496,2683137.791,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
41,"豐原區","房地(土地+建物)","臺中市豐原區長壽路南二巷1~30號",252.48,"","鄉村區","乙種建築用地",1090731,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",950124,444.23,5,3,4,"有","無",20000000,45022,NA,0,0,"","RPWNMLRJRHPFFDB86DA","402.22","0","42.01","無","","","","","","",224251.44,2682940.27,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
42,"沙鹿區","房地(土地+建物)","臺中市沙鹿區斗潭路211~240號",167.73,"都市：其他:第四種住宅區","","",1090806,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1021009,262.98,4,3,5,"有","無",16000000,60841,NA,0,0,"","RPVNMLSKQHPFFFB07DA","240.72","22.26","0","無","","","","","","",205080.611,2680879.04,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
43,"梧棲區","房地(土地+建物)","臺中市梧棲區港埠路二段316巷1~30號",90,"都市：其他:第五種住宅區","","",1090817,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",750105,130.39,5,2,2,"有","無",2200000,16872,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPRNMLSJRHPFFFB66DA","130.39","0","0","無","","","","","",203331.127,2683530.038,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
44,"潭子區","房地(土地+建物)","臺中市潭子區興華一路141巷1~30號",17.26,"都市：其他:住宅區","","",1090717,"土地2建物1車位0","四層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",871228,98.8,3,2,2,"有","有",4800000,48583,NA,0,0,"","RPSNMLNJQHPFFHB98DA","68.97","0","6.96","有","","","","","","",219599.725,2677986.669,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
45,"大里區","房地(土地+建物)","臺中市大里區新忠路1~30號",31.06,"都市：其他:住宅區","","",1090808,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690105,86.22,3,2,1,"有","無",3200000,37114,NA,0,0,"其他增建","","RPQRMLOKQHPFFIB86DA","86.22","0","0","無","","","","","",218541.37,2666944.609,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
46,"烏日區","房地(土地+建物)","臺中市烏日區中華路185巷1~30號",78.71,"都市：其他:第三種住宅區。","","",1090725,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",790702,142.87,5,2,3,"有","無",11000000,76993,NA,0,0,"","RPRNMLRJRHPFFIB86DA","133.88","1.7","7.29","無","","","","","","",213437.048,2667432.177,1250,1250,1250,1250,750,1250,1250,1250,1250,1250
47,"烏日區","房地(土地+建物)","臺中市烏日區太明路331~360號",119.87,"","鄉村區","乙種建築用地",1090812,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1090310,182.32,4,3,3,"有","無",14700000,80627,NA,0,0,"","RPOUMLSJRHPFFIB37DA","164.94","0","17.38","無","","","","","","",214109.149,2661196.321,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
48,"太平區","房地(土地+建物)","臺中市太平區大興十九街7巷1~30號",116.49,"","鄉村區","乙種建築用地",1090715,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680610,110.4,5,2,3,"有","無",9550000,86504,NA,0,0,"頂樓加蓋","其他增建","","RPPNMLRLPHPFFJB76DA","110.4","0","0","無","","","","",223742.179,2672542.919,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
49,"太平區","房地(土地+建物)","臺中市太平區中平路順昌巷61~90號",72,"都市：其他:第一種住宅區","","",1090814,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",650823,85.04,4,2,2,"有","無",6200000,72907,NA,0,0,"其他增建","","RPUOMLSJRHPFFJB47DA","85.04","0","0","無","","","","","",221366.72,2669267.89,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
50,"太平區","房地(土地+建物)","臺中市太平區德明路159巷31~60號",151.18,"","鄉村區","乙種建築用地",1090723,"土地1建物1車位0","全","一層","透天厝","住家用","加強磚造",690110,62.66,3,1,1,"有","無",6800000,108522,NA,0,0,"","RPPPMLRKJIPFFJB98DA","62.66","0","0","無","","","","","","",221898.31,2665951.279,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
51,"大肚區","房地(土地+建物)","臺中市大肚區華山路61~90號",77.22,"都市：其他:住","","",1090628,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",791130,229.5,4,2,4,"有","無",12000000,52288,NA,0,0,"其他增建","含租約","","RPPOMLLLPHPFFKB98DA","229.5","0","0","無","","","","",206331.315,2672792.373,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
52,"龍井區","房地(土地+建物)","臺中市龍井區臺灣大道五段3巷42弄1~30號",126.06,"","鄉村區","乙種建築用地",1090818,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",640615,106.4,5,2,3,"有","無",11000000,103383,NA,0,0,"頂樓加蓋","","RPWNMLQLQHPFFKB57DA","106.4","0","0","無","","","","","",208456.76,2675312.12,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
53,"龍井區","房地(土地+建物)","臺中市龍井區藝術街39巷1~30號",27.21,"都市：其他:住","","",1090806,"土地1建物1車位0","三層，電梯樓梯間","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690509,72.7,3,2,1,"有","無",3250000,44704,NA,0,0,"","RPOOMLLJRHPFFKB88DA","72.7","0","0","無","","","","","","",208739.519,2675821.089,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
54,"東區","房地(土地+建物)","臺中市東區進化路138巷1~30號",15,"都市：其他:第二種住宅區","","",1090831,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701111,43.03,2,1,1,"有","無",1350000,31373,NA,0,0,"","RPTNMLLMQHPFFAB58EA","43.03","0","0","無","","","","","","",218989.39,2671176.385,1000,1250,1250,1250,1250,1250,1250,1250,1250,1250
55,"北屯區","房地(土地+建物)","臺中市北屯區華美西街二段482巷1~30號",117,"都市：其他:第三之二種住宅區","","",1090710,"土地1建物1車位0","全","一層","透天厝","住家用","加強磚造",600701,55.95,2,2,1,"有","無",11200000,200179,NA,0,0,"頂樓加蓋","其他增建","","RPSNMLRJRHPFFBB98EA","55.95","0","0","無","","","","",216369.684,2674499.74,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
56,"北區","房地(土地+建物)","臺中市北區漢口路四段31~60號",4.14,"都市：其他:第二種住宅區","","",1080818,"土地1建物1車位0","五層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821211,37.19,1,1,1,"有","有",1800000,48400,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPROMLSJRHPFFBB09EA","23.55","1.65","0","有","36","","","","",217950.236,2673535.447,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
57,"北屯區","房地(土地+建物)","臺中市北屯區豐樂路9巷1~30號",91,"都市：其他:第二種住宅區","","",1090815,"土地3建物1車位0","全","一層","透天厝","住家用","加強磚造",620310,62.73,2,2,1,"有","無",6400000,102025,NA,0,0,"親友、員工、共有人或其他特殊關係間之交易","","RPPRMLSJRHPFFBB56EA","62.73","0","0","無","","","","","",218000.644,2676541.96,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
58,"北區","房地(土地+建物)","臺中市北區青島一街1~30號",23.37,"都市：其他:第二種住宅區","","",1090702,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750814,88.69,3,2,1,"有","無",4300000,48483,NA,0,0,"","RPSRMLSJRHPFFBB86EA","72.75","7.52","0","無","37","","","","","",216973.658,2674236.933,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
59,"西屯區","房地(土地+建物)","臺中市西屯區文心路二段541~570號",11.86,"都市：其他:第三種住宅區。","","",1090622,"土地1建物1車位0","十四層","二十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",941110,175.74,3,2,2,"有","有",14000000,79663,NA,0,0,"陽台外推","","RPPQMLSJRHPFFCB56EA","91.81","27.28","0","有","","","","","",214327.545,2673045.154,1250,1250,1250,1250,1250,1000,1250,1250,1250,1250
60,"南屯區","房地(土地+建物)","臺中市南屯區黎明路二段61~90號",11.44,"都市：其他:第二種住宅區","","",1090611,"土地1建物1車位0","十四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",941018,83.89,2,2,1,"有","有",6770000,80701,NA,0,0,"","RPOPMLTJRHPFFCB09EA","58.08","4.65","0","有","","","","","","",212861.882,2672732.018,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
61,"神岡區","房地(土地+建物)","臺中市神岡區大洲路451~480號",18.51,"都市：其他:住宅區","","",1090728,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810103,108.77,3,2,2,"有","有",3600000,33097,NA,0,0,"陽台外推","","RPQNMLLJRHPFFDB38EA","76.47","0","8.19","有","38","","","","",219139.065,2682593.427,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
62,"大里區","房地(土地+建物)","臺中市大里區光正路134巷1~30號",86.28,"","鄉村區","乙種建築用地",1090811,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700410,99.86,0,0,1,"有","無",4800000,48067,NA,0,0,"陽台外推","頂樓加蓋","其他增建","","RPRRMLSJRHPFFIB47EA","99.86","0","0","無","","","",221246.45,2664990.25,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
