"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積平方公尺","車位總價元","備註","編號"
"北區","房地(土地+建物)","臺中市北區梅亭街91~120號",34.13,"住","","",1081231,"土地3建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711229,105.74,3,2,2,"有","無",4100000,38774,"",0,0,"含增建或未登記建物。;","RPTQMLMKKHPFFBB08CA"
"北屯區","房地(土地+建物)","臺中市北屯區崇德路二段271~300號",8.02,"住","","",1090106,"土地1建物1車位0","十二層","二十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870417,101.65,2,2,1,"有","有",5500000,54107,"",0,0,"含增建或未登記建物。;公、私契權利人不同","RPOOMLRKKHPFFBB87CA"
"北區","房地(土地+建物)","臺中市北區學士路271~300號",4.59,"商","","",1081218,"土地1建物1車位0","七層","十八層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",980805,66.05,1,1,1,"有","有",5280000,79939,"",0,0,"","RPSOMLSKKHPFFBB38CA"
"北屯區","房地(土地+建物)","臺中市北屯區太原路三段139巷1~30號",28.5,"住","","",1081218,"土地3建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730722,107.69,3,2,2,"有","無",5500000,51073,"",0,0,"","RPROMLLLKHPFFBB67CA"
"北屯區","房地(土地+建物)","臺中市北屯區瀋陽路二段151~180號",8.78,"住","","",1090107,"土地1建物1車位0","十層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",961231,72.08,1,1,1,"有","有",5350000,74223,"",0,0,"含增建或未登記建物。;","RPQNMLNLKHPFFBB67CA"
"西屯區","房地(土地+建物)","臺中市西屯區何厝街61~90號",9.51,"住","","",1081228,"土地1建物1車位0","四層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810122,55.23,2,2,1,"有","有",3400000,61561,"",0,0,"","RPWOMLNKKHPFFCB38CA"
"南屯區","房地(土地+建物)","臺中市南屯區干城街116巷6弄1~30號",62,"住","","",1090116,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",640806,76.5,3,2,2,"有","無",12800000,167320,"",0,0,"","RPXOMLNKKHPFFCB48CA"
"西屯區","房地(土地+建物)","臺中市西屯區黎民路三段301~330號",5.83,"商","","",1081229,"土地1建物1車位0","六層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840220,43.71,1,0,1,"有","有",2770000,63372,"",0,0,"","RPSPMLOKKHPFFCB18CA"
"西屯區","房地(土地+建物)","臺中市西屯區臺灣大道二段871~900號",3.74,"住","","",1090121,"土地1建物1車位0","八層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",951124,41.98,1,1,1,"有","有",3480000,82897,"",0,0,"","RPSRMLPKKHPFFCB48CA"
"西屯區","房地(土地+建物)","臺中市西屯區福順路121~150號",23.62,"住","","",1081229,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",860131,135.99,3,2,2,"有","有",7200000,52945,"",0,0,"","RPQOMLRKKHPFFCB18CA"
"西屯區","房地(土地+建物)","臺中市西屯區文華路正煌巷1~30號",4.59,"住","","",1090122,"土地2建物1車位0","五層","六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",840802,24.26,1,1,1,"有","無",1520000,62655,"",0,0,"","RPUPMLRKKHPFFCB68CA"
"西屯區","房地(土地+建物)","臺中市西屯區工業區一路98巷7弄31~60號",34.65,"住","","",1081222,"土地1建物1車位0","十二層，十三層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830729,213.14,6,2,2,"有","有",9e+06,42226,"",0,0,"","RPSQMLRKKHPFFCB58CA"
"豐原區","房地(土地+建物)","臺中市豐原區中興路181~210號",62.33,"住","","",1081227,"土地2建物1車位0","二層","三層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",761015,115.96,3,2,1,"有","無",4117533,35508,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPVNMLRKKHPFFDB68CA"
"大甲區","房地(土地+建物)","臺中市大甲區文昌街31~60號",29.15,"住","","",1090108,"土地4建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820805,161.61,3,2,2,"有","無",5e+06,30939,"",0,0,"親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;","RPUNMLMKKHPFFEB18CA"
"大甲區","房地(土地+建物)","臺中市大甲區經國路751~780號",13.55,"住","","",1090119,"土地1建物1車位0","八層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840522,136.11,3,2,2,"有","有",3800000,27919,"",0,0,"車位:同棟大樓住戶輪流抽籤1個使用","RPQNMLKLKHPFFEB67CA"
"潭子區","房地(土地+建物)","臺中市潭子區復興路一段1~30號",11.9,"住","","",1090117,"土地1建物1車位0","八層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840406,85.1,2,2,2,"有","有",4350000,51116,"",0,0,"","RPPNMLSKKHPFFHB58CA"
"大雅區","房地(土地+建物)","臺中市大雅區民生路三段428巷1~30號",79,"住","","",1081018,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",761104,112.5,3,3,2,"有","無",8700000,77333,"",0,0,"含增建或未登記建物。;雙方約定用印款匯入日為公契立約日","RPVNMLOLKHPFFHB88CA"
"北區","房地(土地+建物)","臺中市北區健行路906巷1~30號",32.95,"住","","",1090110,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",760116,121.56,3,1,2,"有","無",4800000,39487,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPQNMLOKKHPFFBB77DA"
"太平區","房地(土地+建物)","臺中市太平區新民路1~30號",2.36,"住","","",1080715,"土地1建物1車位0","十層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",831018,21.79,1,0,1,"有","有",950000,43598,"",0,0,"","RPSNMLNKKHPFFJB68DA"
"龍井區","房地(土地+建物)","臺中市龍井區茄投路31~60號",81,"住","","",1081225,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",741130,118.84,3,2,2,"有","無",4e+06,33659,"",0,0,"親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;借名返還登記","RPPNMLMKKHPFFKB38DA"
"西區","房地(土地+建物)","臺中市西區大忠南街90巷1~30號",59,"住","","",1090103,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",610401,67.5,3,2,2,"有","無",2875000,42593,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPQOMLNJLHPFFAB67DA"
"太平區","房地(土地+建物)","臺中市太平區華安街100巷1弄1~30號",171.55,"","鄉村區","乙種建築用地",1080415,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",701010,97.44,3,2,2,"有","無",10500000,107759,"",0,0,"含增建或未登記建物。;1樓空地增建及三樓增建全部","RPRNMLRKKHPFFJB88CA"
"太平區","房地(土地+建物)","臺中市太平區長安六街31~60號",658.98,"","鄉村區","乙種建築用地",1081109,"土地3建物1車位0","全","二層","透天厝","住家用","加強磚造",680925,177.85,2,1,2,"有","無",55100000,309812,"",0,0,"","RPUNMLLLKHPFFJB68CA"
"大里區","房地(土地+建物)","臺中市大里區頂厝路23之2巷1~30號",120.65,"","一般農業區","甲種建築用地",1081223,"土地3建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1080823,199.57,4,3,5,"有","無",15600000,78168,"",0,0,"含增建或未登記建物。;雙方合意房地拆分。","RPOPMLKKLHPFFIB08CA"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區忠貞路246巷25弄1~30號",87.32,"住","","",1081223,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",820302,165.69,6,2,4,"有","無",8180000,49369,"",0,0,"","RPQNMLTJLHPFFFB58CA"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區四平街38巷1~30號",28.48,"住","","",1090109,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710831,88.2,3,1,2,"有","無",2600000,29478,"",0,0,"","RPVNMLRKKHPFFFB88CA"
"神岡區","房地(土地+建物)","臺中市神岡區大社街110巷1~30號",18.05,"住","","",1081224,"土地2建物1車位0","三層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850624,113.92,3,1,2,"有","有",4380000,38448,"",0,0,"","RPSOMLQLKHPFFDB48CA"
"豐原區","房地(土地+建物)","臺中市豐原區豐南街211~240號",82.32,"住","","",1081213,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",691213,250.23,3,1,3,"有","無",13320000,53231,"",0,0,"","RPOOMLMKKHPFFDB57CA"
"豐原區","房地(土地+建物)","臺中市豐原區豐南街92巷91~120號",271.19,"住","","",1081209,"土地2建物2車位0","全","三層","透天厝","住家用","加強磚造",610830,257.98,11,5,7,"有","無",2.5e+07,96907,"",0,0,"含增建或未登記建物。;","RPVOMLNKKHPFFDB38CA"
"豐原區","房地(土地+建物)","臺中市豐原區西勢路22巷31~60號",21.33,"住","","",1090109,"土地1建物1車位0","全","三層","透天厝","住家用","加強磚造",640411,40.92,3,2,3,"有","無",1880000,45943,"",0,0,"共有土地持分買賣","RPOPMLNKKHPFFDB77CA"
"南屯區","房地(土地+建物)","臺中市南屯區東興路二段1~30號",22.49,"住","","",1081222,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701229,74.54,3,2,1,"有","無",4500000,60370,"",0,0,"","RPROMLMJLHPFFCB77CA"
"西屯區","房地(土地+建物)","臺中市西屯區至善路211~240號",5.61,"住","","",1081216,"土地1建物2車位0","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870428,61.99,2,2,2,"有","有",3900000,62913,"",0,0,"","RPSNMLTLKHPFFCB58CA"
"南屯區","房地(土地+建物)","臺中市南屯區東興東街31~60號",20.51,"住","","",1081105,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",811110,139.46,3,2,2,"有","無",7e+06,50194,"",0,0,"","RPPNMLMKLHPFFCB57CA"
"西屯區","房地(土地+建物)","臺中市西屯區文心路三段1~30號",5.51,"商","","",1090104,"土地1建物1車位0","八層","二十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",980813,61.55,1,1,1,"有","有",5450000,88546,"",0,0,"","RPPNMLNLKHPFFCB67CA"
"西屯區","房地(土地+建物)","臺中市西屯區寧夏路216巷1~30號",15.36,"住","","",1081030,"土地1建物1車位0","五層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780412,130.99,4,2,2,"有","無",6500000,49622,"",0,0,"","RPQOMLPKKHPFFCB97CA"
"西屯區","房地(土地+建物)","臺中市西屯區天水中街61~90號",23.6,"住","","",1090108,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",830302,86.78,3,2,2,"有","無",4200000,48398,"",0,0,"","RPTPMLMKKHPFFCB08CA"
"北區","房地(土地+建物)","臺中市北區漢口路三段61~90號",17.64,"住","","",1081225,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750508,69.72,2,2,1,"有","有",3e+06,43029,"",0,0,"","RPRNMLRJLHPFFBB08CA"
"北區","房地(土地+建物)","臺中市北區學士路271~300號",5.03,"商","","",1081230,"土地1建物1車位0","九層","十八層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",980805,72.85,1,1,1,"有","有",5800000,79616,"",0,0,"含增建或未登記建物。;","RPPPMLSLKHPFFBB28CA"
"北屯區","房地(土地+建物)","臺中市北屯區崇德六路一段151~180號",18.29,"住","","",1081123,"土地1建物1車位0","三層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841229,127.05,3,2,2,"有","有",5450000,42896,"",0,0,"","RPVVMLLLKHPFFBB78CA"
"北區","房地(土地+建物)","臺中市北區國強街24巷1~30號",26.18,"住","","",1081229,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711111,83.07,3,2,2,"有","無",3650000,43939,"",0,0,"","RPOPMLLLKHPFFBB47CA"
"北屯區","房地(土地+建物)","臺中市北屯區柳陽東街31~60號",23.37,"住","","",1090104,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770406,100.89,3,2,2,"有","有",4300000,42621,"",0,0,"含增建或未登記建物。","RPVPMLLLKHPFFBB18CA"
"北區","房地(土地+建物)","臺中市北區博館東街1~30號",14.56,"住","","",1081221,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",691110,81.46,3,2,2,"有","無",4300000,52787,"",0,0,"","RPQSMLTKKHPFFBB68CA"
"北區","房地(土地+建物)","臺中市北區衛道路61~90號",23.68,"住","","",1081226,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710222,93.55,2,2,1,"有","無",3500000,37413,"",0,0,"","RPXNMLRKKHPFFBB68CA"
"北區","房地(土地+建物)","臺中市北區衛道路61~90號",23.68,"住","","",1081226,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",710222,80.87,2,2,1,"有","無",2950000,36478,"",0,0,"","SPXNMLRKKHPFFBB78CA"
"北屯區","房地(土地+建物)","臺中市北屯區僑孝街32巷1~30號",22.74,"住","","",1081211,"土地1建物2車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800528,115,3,2,2,"有","有",5400000,46961,"",0,0,"","RPPOMLPKKHPFFBB77CA"
"北屯區","房地(土地+建物)","臺中市北屯區東山路一段210巷12弄1~30號",36.5,"住","","",1081202,"土地2建物1車位0","三層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690321,100.18,4,2,2,"有","無",4950000,49411,"",0,0,"","RPORMLNKKHPFFBB77CA"
"北區","房地(土地+建物)","臺中市北區中清路一段301~330號",2.94,"商","","",1090116,"土地4建物1車位0","五層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",710121,26.59,1,0,1,"有","有",1580000,59421,"",0,0,"","RPTNMLNKKHPFFBB87CA"
"北區","房地(土地+建物)","臺中市北區太原路二段222巷1~30號",29.06,"商","","",1090105,"土地2建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690523,85.85,3,2,2,"有","有",3390000,39487,"",0,0,"","RPVNMLNKKHPFFBB08CA"
"南區","房地(土地+建物)","臺中市南區復興路三段331~360號",13.81,"商","","",1081221,"土地2建物1車位0","四層","八層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",NA,76.9,1,0,1,"有","有",5200000,67620,"",0,0,"","RPPQMLMJLHPFFAB57CA"
"中區","房地(土地+建物)","臺中市中區大誠街61~90號",4.79,"商","","",1081219,"土地2建物1車位0","七層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821105,60.97,2,1,1,"有","有",4050000,66426,"",0,0,"含增建或未登記建物。","RPXPMLKLKHPFFAB18CA"
"中區","房地(土地+建物)","臺中市中區大誠街5之1~30號",2.5,"住","","",1090203,"土地2建物1車位0","三層","三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",580623,55.54,1,1,1,"有","有",1800000,32409,"",0,0,"","RPUOMLMKKHPFFAB87CA"
"西區","房地(土地+建物)","臺中市西區中美街91~120號",86,"住","","",1081227,"土地2建物1車位0","全","二層","透天厝","住家用","見其他登記事項",600922,106.45,3,3,3,"有","無",1.7e+07,159699,"",0,0,"含增建或未登記建物。;","RPPNMLNKKHPFFAB37CA"
"西區","房地(土地+建物)","臺中市西區後龍街31~60號",21.69,"住","","",1090110,"土地2建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",691216,139.83,3,2,2,"有","有",6500000,46485,"",0,0,"","RPSOMLNKKHPFFAB77CA"
"南區","房地(土地+建物)","臺中市南區學府路151~180號",12.17,"住","","",1090112,"土地3建物1車位0","十層，十一層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860428,136.1,3,2,2,"有","有",5500000,40411,"",0,0,"","RPXNMLOKKHPFFAB28CA"
"中區","房地(土地+建物)","臺中市中區中華路一段91~120號",2.44,"商","","",1090108,"土地2建物1車位0","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",701229,27.66,1,0,1,"有","有",450000,16269,"",0,0,"","RPOOMLOKKHPFFAB47CA"
"南區","房地(土地+建物)","臺中市南區公理街88巷1~30號",38.18,"住","","",1090102,"土地4建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",661228,94.69,3,2,2,"有","無",3990000,42138,"",0,0,"","RPVOMLOKKHPFFAB18CA"
"南區","房地(土地+建物)","臺中市南區復興路一段391~420號",78,"住","","",1090105,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",560925,102.26,4,3,2,"有","無",13920000,136124,"",0,0,"","RPQPMLPLKHPFFAB97CA"
"北區","房地(土地+建物)","臺中市北區興進路218巷31~60號",25.08,"商","","",1090103,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701118,85.13,3,2,2,"有","無",4150000,48749,"",0,0,"","RPOOMLOKKHPFFBB57CA"
"北區","房地(土地+建物)","臺中市北區五權路331~360號",20.17,"商","","",1090117,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",670504,88.65,4,0,4,"有","無",5810000,65539,"",0,0,"含增建或未登記建物。;","RPQRMLNKKHPFFBB97CA"
"北屯區","房地(土地+建物)","臺中市北屯區文心路四段661~690號",2.91,"商","","",1090102,"土地1建物1車位0","二十三層","二十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",841124,41.07,1,0,1,"有","有",1680000,40906,"",0,0,"","RPSNMLOKKHPFFBB87CA"
"北區","房地(土地+建物)","臺中市北區大德街161巷1~30號",99,"住","","",1081205,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",620516,119.37,4,2,4,"有","無",10780000,90307,"",0,0,"","RPSPMLOKKHPFFBB08CA"
"北區","房地(土地+建物)","臺中市北區中清路一段301~330號",4.53,"商","","",1090116,"土地4建物1車位0","十層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",710121,37.19,1,1,1,"有","有",1950000,52433,"",0,0,"","RPQPMLOKKHPFFBB87CA"
"北區","房地(土地+建物)","臺中市北區大義街26巷1~30號",21.36,"住","","",1081224,"土地4建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",681119,80.08,3,0,3,"有","有",5600000,69930,"",0,0,"","RPRQMLOKKHPFFBB08CA"
"北屯區","房地(土地+建物)","臺中市北屯區松明街61~90號",18.23,"住","","",1081214,"土地1建物1車位0","二層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810908,143.21,3,2,2,"有","有",5120000,35752,"",0,0,"原合約價520萬，因修繕補貼。變更價款成512萬。","RPSNMLOLKHPFFBB97CA"
"北屯區","房地(土地+建物)","臺中市北屯區崇德六路一段181~210號",17.82,"住","","",1081226,"土地1建物1車位0","三層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841229,128.93,3,2,2,"有","有",6570000,50958,"",0,0,"","RPSOMLOLKHPFFBB08CA"
"北屯區","房地(土地+建物)","臺中市北屯區軍福十六路271~300號",13.95,"商","","",1081229,"土地1建物1車位0","五層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030613,128.75,3,2,2,"有","有",7500000,58252,"",0,0,"","RPTONLQLKHPFFBB48CA"
"北屯區","房地(土地+建物)","臺中市北屯區經貿一路108巷151~180號",191,"住","","",1090105,"土地1建物1車位0","全","一層","透天厝","住家用","鋼筋混凝土加強磚造",620525,75.98,3,2,1,"有","無",14380000,189260,"",0,0,"","RPWUMLRLKHPFFBB76CA"
"北區","房地(土地+建物)","臺中市北區健行路421~450號",5.4,"住","","",1090122,"土地1建物1車位0","十六層","十六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",840526,40.08,1,1,1,"有","有",2050000,51148,"",0,0,"","RPUNMLTLKHPFFBB68CA"
"北區","房地(土地+建物)","臺中市北區雙十路二段91~120號",10.63,"住","","",1081210,"土地2建物1車位0","九層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880816,91.53,1,1,1,"有","有",5800000,63367,"",0,0,"","RPTUMLMJLHPFFBB48CA"
"北屯區","房地(土地+建物)","臺中市北屯區熱河路三段95巷1~30號",90,"住","","",1090117,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",730407,148.92,4,2,2,"有","無",12800000,85952,"",0,0,"含增建或未登記建物。;","RPXQMLOJLHPFFBB68CA"
"西屯區","房地(土地+建物)","臺中市西屯區黎明路三段301~330號",5.83,"商","","",1090114,"土地1建物1車位0","十一層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",840220,43.72,1,0,1,"有","有",2970000,67932,"",0,0,"","RPVPMLNKKHPFFCB38CA"
"西屯區","房地(土地+建物)","臺中市西屯區長安路二段211~240號",26.66,"住","","",1090109,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740111,118.48,3,2,2,"有","無",5070000,42792,"",0,0,"含增建或未登記建物。;","RPXPMLNKKHPFFCB58CA"
"西屯區","房地(土地+建物)","臺中市西屯區逢甲路151~180號",20.11,"住","","",1081227,"土地1建物1車位0","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820205,127.83,6,3,5,"有","有",8560000,66964,"",0,0,"含增建或未登記建物。;","RPVNMLOKKHPFFCB28CA"
"西屯區","房地(土地+建物)","臺中市西屯區黎明路三段301~330號",5.83,"商","","",1090119,"土地1建物1車位0","十一層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840220,43.72,1,1,1,"有","有",3e+06,68618,"",0,0,"","RPVPMLOKKHPFFCB48CA"
"西屯區","房地(土地+建物)","臺中市西屯區文華路157巷10弄1~30號",24.05,"住","","",1090105,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770727,96.31,6,1,6,"有","有",8880000,92202,"",0,0,"","RPPPMLKLKHPFFCB57CA"
"西屯區","房地(土地+建物)","臺中市西屯區黎明路三段301~330號",6.41,"商","","",1081216,"土地1建物1車位0","二層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",840220,48.07,1,1,1,"有","有",2400000,49927,"",0,0,"","RPQNMLLLKHPFFCB57CA"
"西屯區","房地(土地+建物)","臺中市西屯區福星路151~180號",9.07,"住","","",1090105,"土地1建物1車位0","八層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960929,70.45,2,1,2,"有","有",5800000,82328,"",0,0,"含增建或未登記建物。","RPVNMLLJLHPFFCB97CA"
"西屯區","房地(土地+建物)","臺中市西屯區福聯街15巷1~30號",3.84,"住","","",1090203,"土地1建物1車位0","七層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",830908,21.61,1,0,1,"有","有",9e+05,41647,"",0,0,"","RPPPMLOJLHPFFCB87CA"
"豐原區","房地(土地+建物)","臺中市豐原區直興街181~210號",16.72,"住","","",1081111,"土地1建物1車位0","一層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850905,105.84,3,2,2,"有","有",4500000,42517,"",0,0,"","RPPNMLTKKHPFFDB28CA"
"沙鹿區","房地(土地+建物)","臺中市沙鹿區南斗路51巷1~30號",234.9,"住","","",1081212,"土地4建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",940421,152.87,4,2,5,"有","無",13500000,88310,"",0,0,"","RPROMLQLKHPFFFB58CA"
