"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積.平方公尺.","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯"
"大里區","房地(土地+建物)","臺中市大里區光正路134巷1~30號",47.61,"","鄉村區","乙種建築用地",1090328,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",700410,77.6,4,2,2,"有","無",4500000,57990,"",0,0,"","RPSOMLRLNHPFFIB76CA",77.6,0,0,""
"潭子區","房地(土地+建物)","臺中市潭子區大新路75巷1~30號",22.1,"住","","",1090407,"土地1建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",880630,111.75,3,2,2,"有","有",5280000,47248,"",0,0,"","RPPNMLOLNHPFFHB58CA",72.94,8.14,0,""
"大雅區","房地(土地+建物)","臺中市大雅區中清路四段860巷31~60號",121.09,"","特定農業區","甲種建築用地",1090414,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",720418,135.3,3,1,2,"有","無",6500000,48041,"",0,0,"","RPPOMLPKNHPFFHB68CA",127.46,7.84,0,""
"潭子區","房地(土地+建物)","臺中市潭子區圓通南路72巷1~30號",21.27,"住","","",1090417,"土地1建物1車位0","四層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820611,109.29,3,2,2,"有","有",4750000,43462,"",0,0,"","RPXNMLOKNHPFFHB66CA",81.28,8.76,0,""
"沙鹿區","房地(土地+建物)","臺中市沙鹿區臺灣大道七段432巷66弄91~120號",8.23,"住","","",1090429,"土地1建物1車位0","一層","五層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",960109,20.79,1,0,1,"有","有",1038000,49928,"",0,0,"","RPSNMLRLNHPFFFB98CA",13.79,1.96,0,""
"梧棲區","房地(土地+建物)","臺中市梧棲區四維西路91~120號",19.98,"商","","",1090416,"土地1建物1車位0","六層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840106,118.38,2,2,2,"有","有",3e+06,25342,"",0,0,"","RPTOMLPKNHPFFFB88CA",75.98,11.26,0,""
"后里區","房地(土地+建物)","臺中市后里區三線路1~30號",872.09,"","特定農業區","甲種建築用地",1090320,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",730416,417.16,11,3,3,"有","無",2e+07,47943,"",0,0,"","RPQNMLSKNHPFFDB58CA",384.93,32.23,0,""
"西屯區","房地(土地+建物)","臺中市西屯區至善路211~240號",7.07,"住","","",1090412,"土地1建物1車位0","十二層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870428,78.18,2,2,2,"有","有",5e+06,63955,"",0,0,"","RPVNMLLMNHPFFCB48CA",42.12,7.07,0,""
"南屯區","房地(土地+建物)","臺中市南屯區黎明路一段85巷61~90號",75,"住","","",1090319,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",761120,117,4,2,3,"有","無",9800000,83761,"",0,0,"","RPPOMLMLNHPFFCB97CA",88.76,28.24,0,""
"西屯區","房地(土地+建物)","臺中市西屯區至善路211~240號",40.63,"住","","",1090321,"土地2建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770907,129.93,6,6,6,"有","無",8500000,65420,"",0,0,"","RPRQMLSKNHPFFCB88CA",106.52,15.88,0,""
"西屯區","房地(土地+建物)","臺中市西屯區中康街181~210號",13.86,"住","","",1090411,"土地2建物1車位0","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830629,79.49,3,2,2,"有","有",4998000,62876,"",0,0,"","RPXOMLKLNHPFFCB58CA",64.74,6.18,0,""
"南屯區","房地(土地+建物)","臺中市南屯區文心南路241~270號",13.99,"住","","",1090401,"土地1建物1車位0","七層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841028,77.91,2,2,2,"有","有",5920000,75985,"",0,0,"","RPOPMLPKNHPFFCB18CA",50.03,8.89,0,""
"西屯區","房地(土地+建物)","臺中市西屯區西屯路二段上石南8巷31~60號",19.65,"住","","",1090415,"土地1建物1車位0","一層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",871103,98.02,2,2,1,"有","有",6680000,68149,"",0,0,"","RPQNMLQKNHPFFCB28CA",68.16,12.64,0,""
"西屯區","房地(土地+建物)","臺中市西屯區西屯路二段湳子巷1~30號",6.1,"住","","",1090425,"土地1建物1車位0","五層","六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",960523,33.96,1,0,1,"有","有",1700000,50059,"",0,0,"","RPQOMLOKNHPFFCB18CA",14.1,1.26,0,""
"北屯區","房地(土地+建物)","臺中市北屯區環太東路721~750號",109.89,"住","","",1090303,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1021218,181.76,4,2,3,"有","無",1.5e+07,82526,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPROMLPJOHPFFBB28CA",168.71,13.05,0,""
"北區","房地(土地+建物)","臺中市北區華富街61~90號",6.19,"住","","",1090310,"土地3建物1車位0","三層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",830725,34.48,1,1,1,"有","有",2040000,59165,"",0,0,"","RPWOMLOJOHPFFBB68CA",21.9,4.31,0,""
"北區","房地(土地+建物)","臺中市北區榮華街21巷1~30號",23.97,"住","","",1080903,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680326,77.07,4,0,4,"有","無",4900000,63579,"",0,0,"","RPTOMLLJOHPFFBB08CA",65.55,11.52,0,""
"北區","房地(土地+建物)","臺中市北區太原八街61~90號",18.2,"住","","",1090317,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",760805,76.94,3,2,2,"有","無",3100000,40291,"",0,0,"","RPSNMLPLNHPFFBB38CA",67.46,9.48,0,""
"北區","房地(土地+建物)","臺中市北區太原路二段181~210號",7.23,"商","","",1090414,"土地1建物1車位0","九層","十四層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",930903,71.41,1,2,1,"有","有",4400000,61616,"",0,0,"","RPTNMLPLNHPFFBB48CA",45.62,7.04,0,""
"北屯區","房地(土地+建物)","臺中市北屯區中清路二段1226巷82弄1~30號",93,"住","","",1090413,"土地2建物2車位0","全","三層","透天厝","住家用","鋼筋混凝土造",951127,172.41,11,11,11,"有","無",25300000,146743,"",0,0,"","RPVOMLKLNHPFFBB28CA",150.42,21.99,0,""
"北屯區","房地(土地+建物)","臺中市北屯區陳平路60巷19弄1~30號",13.52,"住","","",1090416,"土地1建物1車位0","五層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800718,71.56,2,1,2,"有","有",3660000,51146,"",0,0,"含增建或未登記建物。;","RPXPMLTKNHPFFBB76CA",52.36,4.19,0,""
"北屯區","房地(土地+建物)","臺中市北屯區大連路一段61~90號",56,"住","","",1090430,"土地2建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",610120,82.78,6,1,6,"有","無",2.1e+07,253684,"",0,0,"含增建或未登記建物。;","RPTPMLTKNHPFFBB98CA",82.78,0,0,""
"北屯區","房地(土地+建物)","臺中市北屯區文心路四段271~300號",5.84,"住","","",1090323,"土地1建物1車位0","十六層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020725,62.95,1,1,1,"有","有",5730000,91025,"",0,0,"","RPTPMLSKNHPFFBB88CA",34.99,7.5,0,""
"北區","房地(土地+建物)","臺中市北區進化北路241~270號",4.89,"住","","",1090419,"土地1建物1車位0","三層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",821014,51.9,1,1,1,"有","有",2050000,39499,"",0,0,"","RPPRMLSKNHPFFBB68CA",30.44,0,0,""
"北屯區","房地(土地+建物)","臺中市北屯區北屯路391~420號",15.94,"住","","",1090331,"土地2建物1車位0","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890218,128.6,3,2,2,"有","無",6730000,52333,"",0,0,"","RPSNMLTKNHPFFBB68CA",84.69,10.08,0,""
"北屯區","房地(土地+建物)","臺中市北屯區熱河路三段69巷1~30號",95.61,"住","","",1090402,"土地2建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",760502,123.96,4,2,3,"有","無",10860000,87609,"",0,0,"","RPXOMLPKNHPFFBB88CA",100.46,23.5,0,""
"北屯區","房地(土地+建物)","臺中市北屯區柳陽西街93巷1~30號",10.76,"住","","",1090331,"土地1建物1車位0","七層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840814,90.3,3,2,1,"有","有",4050000,44855,"",0,0,"","RPTQMLOKNHPFFBB58CA",56.58,12.43,0,""
"北屯區","房地(土地+建物)","臺中市北屯區昌平路二段10巷72弄91~120號",11.54,"住","","",1090222,"土地3建物1車位0","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",800528,69.48,2,1,1,"有","有",4e+06,57571,"",0,0,"含增建或未登記建物。;","RPVOMLOKNHPFFBB58CA",40.63,8.01,0,""
"西區","房地(土地+建物)","臺中市西區向上一街5巷1~30號",98.86,"住","","",1090405,"土地2建物1車位0","全","二層","透天厝","住家用","加強磚造",751212,111.54,4,2,2,"有","無",10500000,94137,"",0,0,"","RPPNMLLJOHPFFAB47CA",94.76,16.78,0,""
"南區","房地(土地+建物)","臺中市南區西川一路121~150號",21.64,"住","","",1090414,"土地1建物1車位0","三層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",880320,151.56,4,2,2,"有","有",8e+06,52784,"",0,0,"","RPWOMLRLNHPFFAB98CA",104.41,13.13,0,""
"南區","房地(土地+建物)","臺中市南區崇倫北街181~210號",11.62,"住","","",1090414,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821206,82.94,2,2,1,"有","有",3700000,44611,"",0,0,"含增建或未登記建物。","RPQPMLSKNHPFFAB48CA",52.51,12.9,0,""
"西區","房地(土地+建物)","臺中市西區華美西街一段31~60號",3.95,"住","","",1090424,"土地1建物1車位0","八層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",780805,32.41,1,1,1,"有","有",1750000,53996,"",0,0,"","RPWPMLPKNHPFFAB78CA",21.1,4.77,0,""
"西區","房地(土地+建物)","臺中市西區民生路451~480號",23.95,"住","","",1090328,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740529,107.26,3,2,2,"有","無",5200000,48480,"",0,0,"","RPQQMLPKNHPFFAB28CA",86.38,9.51,0,""
"西區","房地(土地+建物)","臺中市西區明禮街1~30號",170,"住","","",1090306,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",620131,141.26,4,2,2,"有","無",3.5e+07,247770,"",0,0,"","RPSQMLPKNHPFFAB48CA",141.26,0,0,""
"西區","房地(土地+建物)","臺中市西區三民路一段50巷1~30號",2.61,"住","","",1090408,"土地2建物1車位0","十一層","十九層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",840113,34.18,1,0,1,"有","有",1420000,41545,"",0,0,"","RPOOMLPKNHPFFAB87CA",19.41,1.93,0,""
"南區","房地(土地+建物)","臺中市南區大慶街二段7巷1~30號",7.9,"住","","",1090419,"土地2建物1車位0","三層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820524,68.13,2,1,1,"有","有",4100000,60179,"",0,0,"","RPUNMLTKNHPFFAB78CA",46.49,11.94,0,""
"西區","房地(土地+建物)","臺中市西區長春街25巷1~30號",35.72,"住","","",1090424,"土地1建物1車位0","四層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",660921,74.57,3,2,1,"有","無",2600000,34867,"",0,0,"含增建或未登記建物。;","RPTOMLTKNHPFFAB78CA",74.57,0,0,""
"西區","房地(土地+建物)","臺中市西區精誠29街1~30號",18.04,"住","","",1090410,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",760323,90,3,2,2,"有","無",3800000,42222,"",0,0,"含增建或未登記建物。;","RPTNMLMLNHPFFAB08CA",73.35,8.99,0,""
"西區","房地(土地+建物)","臺中市西區金山路63巷1~30號",24.27,"住","","",1090328,"土地2建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730420,81.98,4,2,2,"有","無",4500000,54891,"",0,0,"含增建或未登記建物。;特殊關係間之交易","RPXOMLRLNHPFFAB09CA",71.05,10.93,0,""
"中區","房地(土地+建物)","臺中市中區大誠街5之1~30號",3.5,"商","","",1090410,"土地4建物1車位0","九層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",590110,62.27,2,1,1,"有","有",3200000,51389,"",0,0,"","RPRNMLOJOHPFFAB97CA",62.27,0,0,""
"北屯區","房地(土地+建物)","臺中市北屯區大鵬路52巷2弄1~30號",23.6,"住","","",1090415,"土地3建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",811110,47.93,3,1,1,"有","無",2670000,55706,"",0,0,"","RPXNMLPKNHPFFBB78CA",43.21,3.08,0,""
"北區","房地(土地+建物)","臺中市北區成功路421~450號",6.72,"商","","",1090417,"土地2建物1車位0","四層","八層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",691119,28.6,1,1,1,"有","有",1660000,58042,"",0,0,"","RPRTMLSKNHPFFBB09CA",28.6,0,0,""
"北區","房地(土地+建物)","臺中市北區成功路421~450號",5.88,"商","","",1090417,"土地2建物1車位0","四層","八層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",691119,25.54,1,1,1,"有","有",1200000,46985,"",0,0,"","SPRTMLSKNHPFFBB56CA",25.54,0,0,""
"北區","房地(土地+建物)","臺中市北區太平路31巷1~30號",66,"住","","",1090108,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",680417,143.8,6,4,2,"有","無",13500000,93880,"",0,0,"","RPXSMLSKNHPFFBB96CA",143.8,0,0,""
"北區","房地(土地+建物)","臺中市北區錦中街91~120號",5.67,"住","","",1090501,"土地1建物1車位0","四層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",810429,35.23,1,1,1,"有","無",1960000,55634,"",0,0,"","RPUQMLSKNHPFFBB09CA",25.14,0,0,""
"北屯區","房地(土地+建物)","臺中市北屯區旅順路二段241~270號",20.28,"住","","",1090324,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",711118,66.33,3,2,1,"有","無",2757000,41565,"",0,0,"含增建或未登記建物。;","RPRQMLLLNHPFFBB18CA",56.01,10.32,0,""
"北區","房地(土地+建物)","臺中市北區漢口路四段61~90號",4.84,"住","","",1090501,"土地1建物1車位0","八層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",850715,45.64,1,1,1,"有","有",2450000,53681,"",0,0,"","RPOOMLQLNHPFFBB18CA",24.77,4.9,0,""
"北屯區","房地(土地+建物)","臺中市北屯區平興街151~180號",19.33,"住","","",1090411,"土地1建物2車位0","三層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",811120,107.1,3,2,2,"有","有",5580000,52101,"",0,0,"","RPOPMLRLNHPFFBB38CA",92.41,6.56,0,""
"北屯區","房地(土地+建物)","臺中市北屯區瀋陽北路91~120號",14.83,"商","","",1090404,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",820630,77.75,3,2,1,"有","無",4620000,59421,"",0,0,"含增建或未登記建物。;","RPROMLTLNHPFFBB78CA",57.31,4.48,0,""
"北區","房地(土地+建物)","臺中市北區梅川西路四段211~240號",9.85,"住","","",1090403,"土地1建物1車位0","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",871106,120.52,3,2,2,"有","有",7360000,61069,"",0,0,"","RPQNMLOJOHPFFBB97CA",80.83,9.2,0,""
"北區","房地(土地+建物)","臺中市北區漢口路四段91~120號",2.72,"住","","",1090410,"土地1建物1車位0","十三層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",850716,36.29,1,0,1,"有","無",2050000,56489,"",0,0,"","RPWOMLLKOHPFFBB48CA",19.98,2.98,0,""
"西屯區","房地(土地+建物)","臺中市西屯區文華路241~270號",29.05,"住","","",1090415,"土地6建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",721122,86.34,3,2,1,"有","有",5400000,62543,"",0,0,"","RPQPMLSKNHPFFCB68CA",76.32,3.23,0,""
"西屯區","房地(土地+建物)","臺中市西屯區至善路121巷1~30號",3.49,"住","","",1090403,"土地1建物1車位0","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821014,27.38,1,0,1,"有","有",1650000,60263,"",0,0,"","RPQQMLMLNHPFFCB28CA",14.94,2.63,0,""
"西屯區","房地(土地+建物)","臺中市西屯區逢甲路20巷28弄1~30號",26.45,"住","","",1090422,"土地6建物1車位0","四層","四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",690211,71.41,10,0,10,"有","有",7e+06,98025,"",0,0,"","RPXOMLPLNHPFFCB09CA",71.41,0,0,""
"西屯區","房地(土地+建物)","臺中市西屯區至善路211~240號",3.2,"住","","",1090412,"土地1建物1車位0","八層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",870428,35.34,1,1,1,"有","有",2350000,66497,"",0,0,"","RPTNMLOLNHPFFCB48CA",17.87,3.18,0,""
"西屯區","房地(土地+建物)","臺中市西屯區臺灣大道二段871~900號",4.1,"住","","",1090421,"土地1建物1車位0","六層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",951124,46.14,1,1,1,"有","有",3600000,78023,"",0,0,"","RPXPMLRLNHPFFCB76CA",29.14,2.68,0,""
"南屯區","房地(土地+建物)","臺中市南屯區五權西路三段121~150號",16.37,"住","","",1090402,"土地1建物1車位0","四層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830521,140.95,3,2,2,"有","有",6800000,48244,"",0,0,"","RPOQMLTLNHPFFCB78CA",97.84,14.37,0,""
"豐原區","房地(土地+建物)","臺中市豐原區瑞安街151~180號",17.42,"住","","",1090318,"土地1建物1車位0","六層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850216,95.3,2,2,1,"有","有",4040000,42392,"",0,0,"","RPXNMLTKNHPFFDB76CA",63.15,10.14,0,""
"豐原區","房地(土地+建物)","臺中市豐原區直興街129巷1~30號",4.54,"商","","",1090505,"土地2建物1車位0","九層","十層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",841020,34.09,1,1,1,"有","有",1750000,51335,"",0,0,"","RPRNMLMJOHPFFDB08CA",17.64,4.5,0,""
"沙鹿區","房地(土地+建物)","臺中市沙鹿區三條圳二街181~210號",118.88,"住","","",1090416,"土地4建物1車位0","全","五層","透天厝","住家用","鋼筋混凝土造",1080522,149.66,4,2,3,"有","無",9450000,63143,"",0,0,"包含公共設施保留地之交易。;","RPPNMLMLNHPFFFB18CA",128.2,21.46,0,""
"清水區","房地(土地+建物)","臺中市清水區中央路61~90號",130,"住","","",1090429,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",780317,104.31,4,1,2,"有","無",2342000,22452,"",0,0,"親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;","RPTNMLLLNHPFFFB48CA",104.31,0,0,""
"潭子區","房地(土地+建物)","臺中市潭子區圓通南路61~90號",23.97,"住","","",1090411,"土地4建物1車位0","三層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850916,169.62,3,2,2,"有","有",5800000,34194,"",0,0,"","RPPNMLSLNHPFFHB98CA",107.69,13.51,0,""
"潭子區","房地(土地+建物)","臺中市潭子區福潭路313巷1~30號",27.03,"住","","",1090413,"土地1建物1車位0","十層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850110,141.35,3,2,2,"有","有",6350000,44924,"",0,0,"","RPWNMLOJOHPFFHB56CA",95.68,14.21,0,""
"大雅區","房地(土地+建物)","臺中市大雅區月祥路181~210號",93.95,"住","","",1090321,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",730718,106.68,5,3,3,"有","無",5500000,51556,"",0,0,"含增建或未登記建物。;","RPPOMLSJOHPFFHB98CA",97.88,8.8,0,""
