"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積平方公尺","車位總價元","備註","編號"
"北區","房地(土地+建物)","臺中市北區光大街91~120號",14.45,"住","","",1080329,"土地2建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720210,67.33,3,0,3,"有","無",3650000,54211,"",0,0,"","RPQPMLNKNHOFFBB97CA"
"北區","房地(土地+建物)","臺中市北區北屯路1~30號",2.48,"商","","",1080422,"土地1建物1車位0","七層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",711211,27.75,1,0,1,"有","有",1100000,39640,"",0,0,"","RPUPMLNKNHOFFBB38CA"
"北屯區","房地(土地+建物)","臺中市北屯區松安街181~210號",83,"住","","",1080424,"土地1建物1車位0","全","(空白)","透天厝","住家用","加強磚造",730607,125.23,4,2,2,"有","無",14300000,114190,"",0,0,"","RPUNMLOKNHOFFBB28CA"
"北區","房地(土地+建物)+車位","臺中市北區梅川西路四段121~150號",15.13,"住","","",1080414,"土地1建物2車位1","八層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831122,159.53,3,2,2,"有","無",8600000,53912,"坡道平面",0,0,"","RPSOMLPKNHOFFBB28CA"
"北區","房地(土地+建物)","臺中市北區大德街119巷1~30號",32.61,"住","","",1080331,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",681108,68.93,3,2,1,"有","無",3900000,56579,"",0,0,"","RPXPMLPKNHOFFBB88CA"
"北區","房地(土地+建物)","臺中市北區國強街93巷31~60號",73,"住","","",1080313,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",770106,113.29,4,2,3,"有","無",8700000,76794,"",0,0,"","RPTPMLOKNHOFFBB38CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區青島路四段181~210號",28.03,"住","","",1080408,"土地1建物1車位1","七層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820306,204.53,3,2,2,"有","有",7500000,36669,"坡道平面",0,0,"親友、員工或其他特殊關係間之交易。;","RPQOMLRKNHOFFBB28CA"
"北屯區","房地(土地+建物)","臺中市北屯區北屯路240巷1~30號",24.23,"住","","",1080318,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770617,97.16,3,2,1,"有","無",3580000,36846,"",0,0,"","RPORMLRKNHOFFBB38CA"
"北區","房地(土地+建物)","臺中市北區榮華街61~90號",5,"住","","",1080418,"土地1建物1車位0","四層","五層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",771114,20.53,1,1,1,"有","有",1150000,56016,"",0,0,"","RPOPMLSKNHOFFBB28CA"
"北區","房地(土地+建物)","臺中市北區漢口路四段31~60號",4.16,"住","","",1080427,"土地1建物1車位0","八層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821211,37.42,0,0,1,"無","有",1250000,33405,"",0,0,"","RPSOMLKLNHOFFBB87CA"
"北區","房地(土地+建物)","臺中市北區英士路1~30號",10.26,"商","","",1080403,"土地1建物1車位0","七層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",980902,70.49,1,1,1,"有","有",3600000,51071,"",0,0,"","RPSQMLKLNHOFFBB08CA"
"北區","房地(土地+建物)","臺中市北區中清路一段61~90號",2.49,"商","","",1080418,"土地2建物1車位0","六層","十三層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",850601,31.78,1,0,1,"有","無",1320000,41536,"",0,0,"","RPOQMLLLNHOFFBB77CA"
"北屯區","房地(土地+建物)","臺中市北屯區中清路二段601~630號",5.29,"住","","",1080428,"土地1建物1車位0","七層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",830614,31.07,1,1,1,"有","有",1270000,40875,"",0,0,"","RPPNMLMLNHOFFBB67CA"
"北區","房地(土地+建物)","臺中市北區文心路四段181~210號",7.33,"住","","",1080402,"土地1建物1車位0","五層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",951225,70.5,1,1,1,"有","有",4800000,68085,"",0,0,"含增建或未登記建物。;","RPXNMLNLNHOFFBB58CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區三光一街151~180號",29.62,"住","","",1080402,"土地1建物1車位1","九層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020201,172.74,3,2,2,"有","有",11700000,67732,"坡道平面",29.76,0,"","RPUNMLPLNHOFFBB48CA"
"北屯區","房地(土地+建物)","臺中市北屯區同榮路241~270號",97.2,"住","","",1080407,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",780828,149.21,4,3,3,"有","無",13500000,90477,"",0,0,"含增建或未登記建物。;","RPXNMLPLNHOFFBB78CA"
"北區","房地(土地+建物)","臺中市北區美德街381巷1~30號",175,"住","","",1080124,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",620730,144.03,4,2,3,"有","無",2.3e+07,159689,"",0,0,"","RPRRMLKMNHOFFBB18CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區軍福七路151~180號",20.99,"住","","",1080415,"土地1建物1車位1","二層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031106,185.96,3,2,2,"有","有",10490000,56410,"坡道平面",27.53,0,"","RPUTMLLMNHOFFBB78CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區水景街121~150號",18.3,"住","","",1080408,"土地1建物1車位1","六層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031021,107.29,2,2,1,"有","有",6780000,63193,"坡道機械",17.91,0,"","RPRRMLNJOHOFFBB28CA"
"北區","房地(土地+建物)+車位","臺中市北區太原路三段61~90號",19.86,"住","","",1080406,"土地1建物1車位1","四層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960830,177.39,3,2,2,"有","有",12600000,71030,"坡道平面",24.9,0,"","RPOUMLQJOHOFFBB58CA"
"西屯區","房地(土地+建物)","臺中市西屯區福聯街31~60號",5.16,"住","","",1080412,"土地1建物1車位0","三層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",830610,28.27,1,1,1,"有","有",1180000,41740,"",0,0,"","RPVSMLOKNHOFFCB98CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區文心路三段1~30號",5.99,"商","","",1080412,"土地1建物1車位1","二十二層","二十六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",980813,96.35,1,1,1,"有","有",6800000,70576,"坡道平面",37.8,0,"","RPXSMLOKNHOFFCB56CA"
"西屯區","房地(土地+建物)","臺中市西屯區逢甲路19巷1~30號",5.25,"住","","",1080425,"土地2建物1車位0","三層","六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",820616,26.81,1,0,1,"有","有",1480000,55203,"",0,0,"","RPOOMLNKNHOFFCB77CA"
"西屯區","房地(土地+建物)","臺中市西屯區河南路二段301巷1~30號",10.36,"商","","",1080420,"土地2建物3車位0","五層","十層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",811120,94.85,3,0,3,"有","有",4670000,49236,"",0,0,"","RPQPMLNKNHOFFCB08CA"
"南屯區","房地(土地+建物)","臺中市南屯區河南路四段350巷1~30號",10.34,"住","","",1080122,"土地1建物1車位0","八層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831122,117.35,3,2,2,"有","有",7e+06,59651,"",0,0,"","RPUNMLOKNHOFFCB38CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區臺灣大道四段1141~1170號",12.79,"住","","",1080414,"土地1建物1車位1","五層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",951113,136.59,2,2,1,"有","有",8800000,64426,"坡道平面",36.6,0,"含增建或未登記建物。","RPWPMLQKNHOFFCB98CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區西屯路三段151~180號",11.88,"住","","",1080420,"土地1建物1車位1","十四層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031119,134.63,2,2,2,"有","有",9200000,68335,"坡道平面",39.74,0,"","RPSNMLRKNHOFFCB48CA"
"西屯區","房地(土地+建物)","臺中市西屯區河南路二段301巷1~30號",2.81,"商","","",1080126,"土地2建物1車位0","四層","十層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",811120,25.81,1,0,1,"有","有",970000,37582,"",0,0,"","RPQNMLKLNHOFFCB67CA"
"西屯區","房地(土地+建物)","臺中市西屯區河南路二段301巷1~30號",3.21,"商","","",1080126,"土地2建物1車位0","九層","十層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",811120,29.32,1,0,1,"有","有",1080000,36835,"",0,0,"","RPRNMLKLNHOFFCB77CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區黎明路二段421~450號",16.71,"住","","",1080412,"土地1建物2車位1","十二層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840919,175.45,3,2,2,"有","有",9500000,54146,"坡道平面",0,0,"","RPSQMLKLNHOFFCB18CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區大墩六街211~240號",12.09,"住","","",1080424,"土地1建物1車位1","十層","十六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",820112,77.27,1,1,1,"有","有",4050000,52414,"坡道機械",0,600000,"","RPOUMLNLNHOFFCB48CA"
"西屯區","房地(土地+建物)","臺中市西屯區重慶路301~330號",7.02,"住","","",1080409,"土地1建物1車位0","三層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840401,64.6,1,2,1,"有","有",4e+06,61920,"",0,0,"","RPPPMLOLNHOFFCB18CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區永春東七路871~900號",37.08,"住","","",1080228,"土地1建物1車位1","十一層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1001017,209.84,4,2,2,"有","有",17500000,83397,"坡道平面",26.77,0,"","RPROMLKMNHOFFCB97CA"
"西屯區","房地(土地+建物)","臺中市西屯區文華路正煌巷1~30號",9.09,"住","","",1080408,"土地2建物2車位0","三層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840802,47.83,2,0,2,"有","有",3580000,74848,"",0,0,"","RPUNMLKMNHOFFCB18CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區大墩路481~510號",20.28,"住","","",1080330,"土地1建物1車位1","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830711,209.63,4,2,2,"有","有",11800000,56290,"坡道平面",0,0,"陽台外推。","RPRRMLKMNHOFFCB28CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區大墩一街31~60號",17.77,"住","","",1080414,"土地1建物1車位1","十三層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830503,161.73,4,2,2,"有","有",10100000,62450,"坡道機械",0,0,"含增建或未登記建物。;本物件買方指定登記人為第三人。","RPORMLOJOHOFFCB18CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區臺灣大道三段61~90號",7.98,"住","","",1080323,"土地1建物1車位1","十七層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",950816,145.98,3,2,2,"有","有",11600000,83410,"坡道平面",36.88,2500000,"含增建或未登記建物。權利人共二人","RPTRMLPJOHOFFCB78CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區福強街91~120號",25.21,"住","","",1080318,"土地1建物1車位1","十三層","二十層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831201,186.34,4,2,2,"有","有",8850000,47494,"坡道平面",0,0,"","RPUOMLKKOHOFFCB18CA"
"神岡區","房地(土地+建物)","臺中市神岡區大漢街1巷31~60號",25.16,"住","","",1080414,"土地1建物1車位0","五層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820615,131.18,3,2,2,"有","有",4960000,37811,"",0,0,"","RPXOMLOKNHOFFDB88CA"
"東勢區","房地(土地+建物)","臺中市東勢區東崎路五段81巷1~30號",113.44,"住","","",1080424,"土地3建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",780323,137.06,3,1,3,"有","無",5300000,38669,"",0,0,"","RPTNMLTLNHOFFGB66CA"
"大雅區","房地(土地+建物)","臺中市大雅區神林南路173巷1弄31~60號",27.5,"住","","",1080426,"土地3建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700420,54.84,2,1,1,"有","無",2500000,45587,"",0,0,"","RPPNMLQLNHOFFHB68CA"
"潭子區","房地(土地+建物)+車位","臺中市潭子區福潭路830巷1~30號",25.63,"住","","",1080324,"土地1建物1車位1","三層","六層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830426,137.54,3,2,2,"有","有",5880000,42754,"坡道平面",0,0,"","RPTNMLLKOHOFFHB58CA"
"霧峰區","房地(土地+建物)","臺中市霧峰區自強路271~300號",212,"","鄉村區","乙種建築用地",1080428,"土地1建物1車位0","全","一層","透天厝","住家用","加強磚造",680623,64.16,0,0,0,"無","無",6500000,101309,"",0,0,"","RPPOMLPKNHOFFIB68CA"
"大里區","房地(土地+建物)","臺中市大里區光正路209巷1~30號",87.74,"","鄉村區","乙種建築用地",1071024,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700120,93.18,4,2,2,"有","無",6e+06,64392,"",0,0,"","RPSOMLKLNHOFFIB58CA"
"大里區","房地(土地+建物)+車位","臺中市大里區仁慈街395巷1~30號",86.24,"住","","",1080329,"土地1建物1車位1","全","三層","透天厝","住家用","鋼筋混凝土造",790516,199.74,4,2,2,"有","有",8e+06,40052,"坡道平面",0,0,"含增建或未登記建物。;","RPOOMLOJOHOFFIB48CA"
"太平區","房地(土地+建物)","臺中市太平區中山路二段100巷22弄1~30號",95.21,"","鄉村區","乙種建築用地",1080426,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680220,102.06,3,3,3,"有","無",2e+06,19596,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPUNMLQKNHOFFJB66CA"
"太平區","房地(土地+建物)","臺中市太平區坪林路46巷1~30號",141.78,"","鄉村區","乙種建築用地",1080328,"土地3建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",871201,200.28,0,0,0,"無","無",2600000,12982,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPTNMLRLNHOFFJB76CA"
"太平區","房地(土地+建物)","臺中市太平區坪林路46巷1~30號",112.39,"","鄉村區","乙種建築用地",1080328,"土地3建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",871201,210.96,0,0,0,"無","無",2170000,10286,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPUNMLRLNHOFFJB86CA"
"太平區","房地(土地+建物)","臺中市太平區坪林路46巷1~30號",130.02,"","鄉村區","乙種建築用地",1080328,"土地4建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",871201,211.69,0,0,0,"無","無",2450000,11574,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPVNMLRLNHOFFJB96CA"
"東區","房地(土地+建物)","臺中市東區玉皇街68巷1~30號",15.54,"住","","",1080410,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",800117,61.78,3,2,2,"有","無",1600000,25898,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPOOMLQJOHOFFAB97DA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區同榮路260巷1~30號",104.98,"住","","",1080320,"土地1建物1車位1","全","五層","透天厝","住家用","鋼筋混凝土造",800206,372.29,4,2,3,"有","無",1.1e+07,29547,"坡道平面",0,0,"親友、員工或其他特殊關係間之交易。;","RPUNMLQKNHOFFBB58DA"
"西屯區","房地(土地+建物)","臺中市西屯區福聯街61~90號",4.19,"住","","",1080420,"土地1建物1車位0","四層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",830604,23.81,0,0,0,"無","有",1010000,42419,"",0,0,"","RPPNMLNKOHOFFCB97DA"
"北區","房地(土地+建物)","臺中市北區西屯路一段250巷1~30號",66,"住","","",1080429,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",600904,94.42,1,1,2,"有","無",8500000,90023,"",0,0,"","RPSNMLLKOHOFFBB97DA"
"大里區","房地(土地+建物)","臺中市大里區福德路67巷1~30號",132.86,"","鄉村區","乙種建築用地",1080408,"土地2建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",690915,142.6,4,3,3,"有","無",7900000,55400,"",0,0,"","RPTOMLRKNHOFFIB66CA"
"潭子區","房地(土地+建物)","臺中市潭子區興豐山莊東一巷1~30號",51.43,"","鄉村區","乙種建築用地",1080421,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700110,72,4,2,2,"有","無",6060000,84167,"",0,0,"含增建或未登記建物。;","RPTNMLNLNHOFFHB78CA"
"大雅區","房地(土地+建物)","臺中市大雅區中山北路91~120號",11.39,"住","","",1080406,"土地2建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",751130,41.98,2,1,1,"有","無",1300000,30967,"",0,0,"","RPRNMLKMNHOFFHB38CA"
"潭子區","房地(土地+建物)+車位","臺中市潭子區榮興街21巷1~30號",31.6,"住","","",1080406,"土地1建物1車位1","七層，八層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840520,186.77,4,2,3,"有","有",7700000,41227,"坡道平面",0,0,"","RPPNMLOKNHOFFHB38CA"
"清水區","房地(土地+建物)","臺中市清水區中清路九段950巷31~60號",94.41,"住","","",1080425,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1071026,165.21,4,2,3,"有","無",8080000,48907,"",0,0,"","RPSNMLMLNHOFFFB38CA"
"梧棲區","房地(土地+建物)","臺中市梧棲區自強一街114巷1~30號",25.12,"住","","",1080423,"土地1建物1車位0","三層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,84.59,3,1,2,"有","有",3860000,45632,"",0,0,"","RPWNMLKLNHOFFFB58CA"
"梧棲區","房地(土地+建物)","臺中市梧棲區自強一街114巷1~30號",22.42,"住","","",1080423,"土地1建物1車位0","二層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,75.58,3,0,3,"有","有",3280000,43398,"",0,0,"","RPXNMLKLNHOFFFB68CA"
"梧棲區","房地(土地+建物)+車位","臺中市梧棲區自強一街114巷1~30號",30.69,"住","","",1080423,"土地1建物1車位1","二層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,104.28,2,2,2,"有","有",4980000,48330,"一樓平面",19.86,900000,"","RPOOMLKLNHOFFFB87CA"
"梧棲區","房地(土地+建物)","臺中市梧棲區自強一街114巷1~30號",24.91,"住","","",1080423,"土地1建物1車位0","三層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,83.87,2,2,2,"有","有",4170000,49720,"",0,0,"","RPPOMLKLNHOFFFB97CA"
"梧棲區","房地(土地+建物)+車位","臺中市梧棲區自強一街114巷1~30號",31.16,"住","","",1080423,"土地1建物1車位1","四層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,104.91,2,2,2,"有","有",4800000,47382,"一樓平面",20.49,800000,"","RPQOMLKLNHOFFFB08CA"
"梧棲區","房地(土地+建物)+車位","臺中市梧棲區自強一街114巷1~30號",30.26,"住","","",1080423,"土地1建物1車位1","四層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,102.03,2,2,2,"有","有",4080000,40226,"一樓平面",20.49,800000,"","RPROMLKLNHOFFFB18CA"
"梧棲區","房地(土地+建物)","臺中市梧棲區自強一街114巷1~30號",23.37,"住","","",1080423,"土地1建物1車位0","四層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,78.78,2,2,1,"有","有",3330000,42270,"",0,0,"","RPSOMLKLNHOFFFB28CA"
"梧棲區","房地(土地+建物)+車位","臺中市梧棲區自強一街114巷1~30號",30.58,"住","","",1080423,"土地1建物1車位1","五層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,103.31,2,2,1,"有","有",4120000,40087,"一樓平面",20.49,800000,"","RPTOMLKLNHOFFFB38CA"
"梧棲區","房地(土地+建物)+車位","臺中市梧棲區自強一街114巷1~30號",30.37,"住","","",1080423,"土地1建物1車位1","五層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,102.39,2,2,1,"有","有",4480000,46154,"一樓平面",20.49,700000,"","RPUOMLKLNHOFFFB48CA"
"梧棲區","房地(土地+建物)+車位","臺中市梧棲區自強一街114巷1~30號",29.47,"住","","",1080423,"土地1建物1車位1","五層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,99.58,2,2,1,"有","有",4120000,41977,"一樓平面",20.49,800000,"","RPVOMLKLNHOFFFB58CA"
"梧棲區","房地(土地+建物)+車位","臺中市梧棲區自強一街114巷1~30號",29.47,"住","","",1080423,"土地1建物1車位1","五層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1080130,99.61,2,2,1,"有","有",4100000,42973,"一樓平面",20.49,700000,"","RPWOMLKLNHOFFFB68CA"
"清水區","房地(土地+建物)","臺中市清水區公正路222巷1弄1~30號",88,"住","","",1080501,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",820116,157.05,4,2,3,"有","無",6300000,40115,"",0,0,"","RPTNMLPKNHOFFFB68CA"
"大甲區","房地(土地+建物)","臺中市大甲區水源路706巷151~180號",85.84,"","鄉村區","乙種建築用地",1080321,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",681211,98.1,5,1,2,"有","無",2900000,29562,"",0,0,"","RPPNMLTKNHOFFEB58CA"
"神岡區","房地(土地+建物)","臺中市神岡區大漢街31~60號",15.48,"住","","",1080402,"土地1建物2車位0","十二層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830901,110.5,3,2,2,"有","有",3500000,31674,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPXNMLQJOHOFFDB98CA"
"神岡區","建物","臺中市神岡區豐洲路31~60號",0,"","","",1080325,"土地0建物1車位0","全","二層","透天厝","住家用","加強磚造",580506,58.68,4,2,2,"有","無",105300,1794,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPTNMLKKOHOFFDB08CA"
"豐原區","房地(土地+建物)","臺中市豐原區中正路167巷1~30號",8.26,"商","","",1080426,"土地1建物1車位0","四層，騎樓","四層","公寓(5樓含以下無電梯)","住家用","加強磚造",630510,58.32,1,1,1,"有","無",1200000,20576,"",0,0,"親友間之交易。","RPVNMLNLNHOFFDB58CA"
"豐原區","房地(土地+建物)+車位","臺中市豐原區圓環東路571~600號",20.11,"住","","",1080413,"土地2建物1車位1","十二層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",940429,225.42,4,2,2,"有","有",10300000,45692,"坡道平面",0,0,"","RPPNMLPLNHOFFDB18CA"
"西屯區","房地(土地+建物)","臺中市西屯區福聯街22巷1~30號",3.09,"住","","",1080426,"土地1建物1車位0","九層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",830930,21.43,1,1,1,"有","有",880000,41064,"",0,0,"","RPTNMLPJOHOFFCB38CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區大墩十二街91~120號",12.01,"住","","",1080331,"土地1建物1車位1","五層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880315,146.67,3,2,2,"有","有",9900000,67498,"坡道平面",12.94,0,"","RPTOMLLJOHOFFCB08CA"
"西屯區","房地(土地+建物)","臺中市西屯區西屯路二段249之9巷3弄1~30號",10.21,"商","","",1080329,"土地1建物1車位0","十二層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840215,103.14,4,4,4,"有","有",6770000,65639,"",0,0,"","RPQNMLMJOHOFFCB77CA"
