"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積平方公尺","車位總價元","備註","編號"
"北區","房地(土地+建物)+車位","臺中市北區健行路421~450號",4.68,"住","","",1080714,"土地1建物1車位1","七層","十六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",840526,41.21,1,0,1,"有","有",2e+06,48532,"坡道機械",0,0,"","RPQNMLPKQHOFFBB28CA"
"北區","房地(土地+建物)","臺中市北區興進路91~120號",28.68,"住","","",1080714,"土地3建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701016,104.3,4,0,4,"有","有",4900000,46980,"",0,0,"","RPTOMLPKQHOFFBB68CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區柳陽西街93巷1~30號",12.76,"住","","",1080713,"土地1建物2車位1","六層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840814,121.44,3,2,2,"有","有",6200000,51054,"坡道平面",0,0,"","RPRNMLQKQHOFFBB48CA"
"北區","房地(土地+建物)","臺中市北區五常街211~240號",13.85,"住","","",1080714,"土地1建物1車位0","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840415,81.63,2,2,1,"有","有",6050000,74115,"",0,0,"","RPPOMLQKQHOFFBB38CA"
"北區","房地(土地+建物)+車位","臺中市北區青島東街1~30號",11.7,"住","","",1080716,"土地1建物1車位1","十層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",951225,119.77,1,1,1,"有","有",7e+06,58445,"坡道機械",21.34,0,"","RPPOMLKLQHOFFBB87CA"
"北屯區","房地(土地+建物)","臺中市北屯區中清路二段415巷1~30號",28.68,"住","","",1080611,"土地7建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",701231,93.07,3,2,1,"有","無",4060000,43623,"",0,0,"","RPVNMLLLQHOFFBB48CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區文心路四段271~300號",9.74,"住","","",1080720,"土地1建物1車位1","十七層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020725,106.95,2,2,2,"有","有",8060000,75362,"坡道機械",13.62,0,"","RPOPMLLLQHOFFBB97CA"
"北屯區","房地(土地+建物)","臺中市北屯區北屯路240巷91~120號",14.79,"住","","",1080620,"土地1建物1車位0","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810627,136.76,3,2,2,"有","有",5e+06,36560,"",0,0,"","RPXSMLLLQHOFFBB56CA"
"北區","房地(土地+建物)","臺中市北區陝西八街1~30號",19.13,"住","","",1080627,"土地4建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",720817,85.34,3,2,1,"有","無",4300000,50387,"",0,0,"","RPSTMLLLQHOFFBB78CA"
"北屯區","房地(土地+建物)","臺中市北屯區松竹路二段121~150號",23.13,"住","","",1080703,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700803,74.8,3,2,1,"有","無",3900000,52139,"",0,0,"","RPOPMLKMQHOFFBB97CA"
"北區","房地(土地+建物)+車位","臺中市北區文心路四段181~210號",7.05,"住","","",1080708,"土地1建物1車位1","六層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",841208,102.16,2,2,2,"有","有",6500000,63626,"坡道機械",0,0,"","RPSNMLLMQHOFFBB28CA"
"北區","房地(土地+建物)","臺中市北區大義街29巷31~60號",9.6,"住","","",1080701,"土地1建物1車位0","四層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",771231,47.59,1,0,1,"有","有",540268,11353,"",0,0,"親友間特殊關係間之交易。","RPUPMLPJRHOFFBB88CA"
"北屯區","房地(土地+建物)","臺中市北屯區敦化路一段450巷1~30號",13.73,"住","","",1080703,"土地2建物1車位0","十層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820225,108.43,3,2,2,"有","有",5750000,53030,"",0,0,"","RPSNMLKKRHOFFBB08CA"
"西屯區","房地(土地+建物)","臺中市西屯區青海路一段91~120號",4.61,"住","","",1080722,"土地1建物1車位0","十層","十一層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",830629,38.28,1,1,1,"有","有",2200000,57471,"",0,0,"","RPUOMLOKQHOFFCB78CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區太原路一段181~210號",12.51,"住","","",1080709,"土地1建物1車位1","七層","八層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",970418,70.05,1,1,1,"有","有",5100000,72795,"坡道機械",0,0,"","RPUQMLOKQHOFFCB98CA"
"西屯區","房地(土地+建物)","臺中市西屯區上明三街1~30號",15.03,"住","","",1080701,"土地1建物1車位0","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850119,120.48,3,2,2,"有","無",7380000,61255,"",0,0,"","RPWNMLNKQHOFFCB78CA"
"西屯區","房地(土地+建物)","臺中市西屯區臺灣大道四段691~720號",13.46,"住","","",1080628,"土地1建物1車位0","十一層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830811,122.38,3,2,2,"有","有",7270000,59405,"",0,0,"","RPRQMLNKQHOFFCB58CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區市政北六路1~30號",38.85,"其他","","",1080614,"土地1建物1車位3","十層","三十二層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",980917,645.17,0,0,0,"無","有",1.05e+08,162748,"坡道平面",49.65,0,"","RPPPMLKLQHOFFCB08CA"
"南屯區","房地(土地+建物)","臺中市南屯區向上南路一段151~180號",3.73,"住","","",1080726,"土地1建物1車位0","五層","十二層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",790705,30.98,1,1,1,"有","有",1655000,53422,"",0,0,"","RPRPMLKLQHOFFCB28CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區大進街361~390號",35.64,"住","","",1080719,"土地1建物1車位2","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030814,250.55,4,2,2,"有","有",20200000,80623,"坡道平面",61.46,0,"","RPTNMLMLQHOFFCB48CA"
"西屯區","房地(土地+建物)","臺中市西屯區西安街130巷1~30號",4.99,"住","","",1080724,"土地1建物1車位0","三層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",830328,25.48,1,1,1,"有","有",1500000,58870,"",0,0,"","RPVNMLMLQHOFFCB68CA"
"西屯區","房地(土地+建物)","臺中市西屯區工業區一路31~60號",30.48,"住","","",1080707,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",791106,116.53,3,2,2,"有","無",4800000,41191,"",0,0,"","RPROMLSLQHOFFCB98CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區至善路101巷1~30號",13.01,"住","","",1080707,"土地1建物1車位1","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880506,125.91,3,2,2,"有","有",8600000,68303,"坡道平面",27.22,0,"","RPWPMLKMQHOFFCB88CA"
"南屯區","房地(土地+建物)","臺中市南屯區河南路四段350巷1~30號",11.67,"住","","",1080628,"土地1建物1車位0","十層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831122,132.37,3,2,2,"有","有",6650000,50238,"",0,0,"","RPQQMLKMQHOFFCB38CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區西屯路二段268之8巷1~30號",44.05,"住","","",1080719,"土地1建物1車位2","十二層，十三層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860408,284.3,4,2,3,"有","有",13500000,47485,"坡道平面",0,0,"","RPXOMLNJRHOFFCB98CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區市政北二路61~90號",60.32,"其他","","",1080718,"土地1建物1車位3","八層","二十六層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",960523,518.21,0,0,0,"無","有",83980000,179231,"坡道平面",74.76,4500000,"","RPOOMLPJRHOFFCB28CA"
"西屯區","房地(土地+建物)","臺中市西屯區國安一路121~150號",3.55,"住","","",1080805,"土地1建物1車位0","二十一層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",991119,42.33,2,1,1,"有","有",3750000,88569,"",0,0,"親友、員工或其他特殊關係間之交易。;共有人間買賣","RPSRMLQJRHOFFCB09CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區西屯路三段151~180號",11.88,"住","","",1080714,"土地1建物1車位1","二十一層","二十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1031119,136.26,2,2,1,"有","有",8720000,63995,"坡道平面",39.74,0,"","RPQQMLTJRHOFFCB09CA"
"豐原區","房地(土地+建物)","臺中市豐原區圓環北路二段223巷1~30號",28.11,"住","","",1080716,"土地1建物1車位0","二層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810103,93.71,3,2,1,"有","有",3770000,40230,"",0,0,"","RPOOMLNLQHOFFDB28CA"
"外埔區","房地(土地+建物)","臺中市外埔區甲東路36巷16弄1~30號",98.97,"","鄉村區","乙種建築用地",1080712,"土地2建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",950815,160.4,4,2,3,"有","無",7500000,46758,"",0,0,"含增建或未登記建物。;","RPQNMLOJRHOFFEB48CA"
"梧棲區","房地(土地+建物)","臺中市梧棲區中央路二段301~330號",96,"住","","",1080614,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土造",691212,117,0,0,0,"無","無",4800000,41026,"",0,0,"","RPPNMLNKQHOFFFB38CA"
"梧棲區","房地(土地+建物)","臺中市梧棲區四維路91~120號",26.35,"商","","",1080530,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",811030,152.88,2,2,2,"有","無",4600000,30089,"",0,0,"","RPPPMLTKQHOFFFB56CA"
"清水區","房地(土地+建物)","臺中市清水區鎮新北路1~30號",139,"住","","",1080308,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",1080329,281.76,0,0,0,"無","無",18380000,65233,"",0,0,"","RPRNMLLLQHOFFFB48CA"
"東勢區","房地(土地+建物)","臺中市東勢區文化街91~120號",99.53,"住","","",1080723,"土地1建物1車位0","全","二層","透天厝","住家用","磚造",570101,87.36,3,2,2,"有","無",3600000,41209,"",0,0,"","RPPNMLKLQHOFFGB28CA"
"潭子區","房地(土地+建物)","臺中市潭子區祥和新莊31~60號",64.16,"住","","",1080604,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",640125,82.08,5,2,2,"有","無",6700000,81628,"",0,0,"含增建或未登記建物。;","RPVNMLKLQHOFFHB98CA"
"潭子區","房地(土地+建物)","臺中市潭子區復興路一段211~240號",13.6,"住","","",1080716,"土地1建物1車位0","七層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",841128,75.76,4,2,2,"有","有",3980000,52534,"",0,0,"","RPRNMLMLQHOFFHB78CA"
"烏日區","房地(土地+建物)","臺中市烏日區中山路三段721~750號",75.65,"住","","",1080716,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",631015,128.68,0,0,0,"無","無",8e+06,62170,"",0,0,"含增建或未登記建物。;增建或占用範圍:一樓空地、頂樓、防火巷","RPVPMLNKQHOFFIB86CA"
"霧峰區","房地(土地+建物)","臺中市霧峰區四德北路31~60號",91.19,"","鄉村區","乙種建築用地",1080708,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",840721,192.44,5,2,3,"有","無",6500000,33777,"",0,0,"","RPPNMLMLQHOFFIB68CA"
"大里區","房地(土地+建物)","臺中市大里區內新街29巷1~30號",27.92,"住","","",1080616,"土地1建物1車位0","一層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",740525,97.92,3,2,2,"有","有",5e+06,51062,"",0,0,"含增建或未登記建物。;","RPURMLMJRHOFFIB86CA"
"西屯區","房地(土地+建物)","臺中市西屯區大墩路901~930號",135,"住","","",1080731,"土地1建物1車位0","一層","一層","店面(店鋪)","住家用","見其他登記事項",801128,79.9,1,1,1,"有","無",46080000,576721,"",0,0,"","RPVNMLNKQHOFFCB78DA"
"北屯區","房地(土地+建物)","臺中市北屯區昌平路二段12之15巷31~60號",13.72,"住","","",1080724,"土地1建物1車位0","七層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831210,108.27,3,2,2,"有","有",2200000,20320,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPSTMLNLQHOFFBB09DA"
"南區","房地(土地+建物)+車位","臺中市南區南和路151~180號",11.35,"住","","",1080606,"土地1建物1車位1","十八層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840315,162.68,3,2,2,"有","有",9100000,55938,"坡道平面",0,0,"","RPOPMLNJRHOFFAB08DA"
"太平區","房地(土地+建物)","臺中市太平區光興路2221~2250號",72.72,"","鄉村區","乙種建築用地",1080529,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",630502,111.88,3,2,2,"有","無",5500000,49160,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPPNMLKMQHOFFJB68CA"
"大里區","房地(土地+建物)","臺中市大里區現岱路127巷31~60號",119,"住","","",1080709,"土地4建物1車位0","全","二層","透天厝","住家用","加強磚造",650503,125.87,2,2,2,"有","無",9900000,78653,"",0,0,"含增建或未登記建物。","RPWRMLMJRHOFFIB07CA"
"潭子區","房地(土地+建物)+車位","臺中市潭子區中山路一段7巷1~30號",4.9,"住","","",1080712,"土地1建物1車位1","八層","十七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",831205,65.76,1,1,1,"有","有",3580000,54440,"坡道機械",0,0,"","RPROMLTLQHOFFHB96CA"
"潭子區","房地(土地+建物)+車位","臺中市潭子區中山路一段1巷31~60號",29.3,"住","","",1080710,"土地1建物1車位1","八層，九層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840520,173.81,4,2,3,"有","有",7200000,41425,"坡道平面",0,0,"","RPSNMLQKQHOFFHB56CA"
"豐原區","房地(土地+建物)","臺中市豐原區鎌村路685巷1~30號",80.3,"","鄉村區","乙種建築用地",1080709,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700712,88.94,4,2,2,"有","無",6900000,77580,"",0,0,"","RPVNMLOKQHOFFDB88CA"
"豐原區","房地(土地+建物)","臺中市豐原區中山路211~240號",15.84,"商","","",1080518,"土地2建物1車位0","八層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",960322,143.47,3,2,2,"有","有",7380000,51439,"",0,0,"","RPQNMLPKQHOFFDB48CA"
"西屯區","房地(土地+建物)","臺中市西屯區櫻花路1~30號",3.06,"其他","","",1080622,"土地1建物1車位0","四層","六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",841110,23.4,1,0,1,"有","有",1443000,61667,"",0,0,"","RPRPMLTJRHOFFCB09CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區逢大路31~60號",39.18,"住","","",1080706,"土地1建物1車位1","十層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",940704,187,3,2,2,"有","有",9780000,52299,"坡道平面",0,0,"","RPSPMLTJRHOFFCB56CA"
"西屯區","房地(土地+建物)","臺中市西屯區永福路121~150號",4.96,"住","","",1080711,"土地1建物1車位0","十五層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850527,41.89,1,1,1,"有","有",2750000,65648,"",0,0,"","RPURMLQJRHOFFCB66CA"
"南屯區","房地(土地+建物)","臺中市南屯區黎明東街541~570號",19.49,"住","","",1080707,"土地1建物1車位0","四層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",861115,120.89,3,2,1,"有","有",7200000,59558,"",0,0,"","RPXPMLPJRHOFFCB66CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區台灣大道三段691~720號",6.76,"商","","",1080721,"土地1建物1車位1","七層","二十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",980914,80.32,1,1,1,"有","有",6350000,79059,"坡道機械",10.8,0,"","RPQOMLMLQHOFFCB28CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區五權西路二段1~30號",16.19,"住","","",1080323,"土地1建物1車位1","三層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",970409,181.88,3,2,2,"有","有",14100000,77524,"坡道平面",23.24,0,"","RPOPMLMLQHOFFCB18CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區黎明路二段61~90號",14.51,"住","","",1080616,"土地1建物1車位1","五層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",941018,143.11,3,2,2,"有","有",11580000,92056,"坡道平面",28.18,1000000,"含增建或未登記建物。所有權人共2人。","RPWQMLTKQHOFFCB07CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區上明三街1~30號",16.51,"住","","",1080711,"土地1建物1車位1","六層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850119,123.38,3,2,2,"有","有",7010000,56816,"坡道機械",0,0,"","RPROMLQKQHOFFCB68CA"
"北屯區","房地(土地+建物)","臺中市北屯區豐樂路5巷1~30號",132,"住","","",1080528,"土地1建物1車位0","全","一層","透天厝","住家用","磚造",610901,81.9,3,1,1,"有","無",1e+07,122100,"",0,0,"","RPUOMLLKRHOFFBB48CA"
"北屯區","房地(土地+建物)","臺中市北屯區柳陽西街1~30號",15.24,"住","","",1080705,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",810825,87.28,3,1,2,"有","有",4200000,48115,"",0,0,"","RPVNMLPJRHOFFBB78CA"
"北區","房地(土地+建物)","臺中市北區武昌路181~210號",22.34,"住","","",1080606,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",760122,92.34,3,2,2,"有","無",4920000,53281,"",0,0,"含增建或未登記建物。","RPSVMLNLQHOFFBB56CA"
"北區","房地(土地+建物)","臺中市北區衛道路31~60號",49.6,"住","","",1080715,"土地3建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",790115,145.39,3,2,2,"有","無",4840000,33290,"",0,0,"","RPPNMLSLQHOFFBB58CA"
"北屯區","房地(土地+建物)","臺中市北屯區松和街61~90號",15.14,"住","","",1080624,"土地1建物1車位0","九層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830304,137.38,3,2,2,"有","有",7500000,54593,"",0,0,"","RPXOMLKLQHOFFBB68CA"
"北區","房地(土地+建物)","臺中市北區華興街117巷1~30號",9.29,"住","","",1080710,"土地1建物1車位0","三層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",831114,53.57,1,1,1,"有","有",2580000,48161,"",0,0,"含增建或未登記建物。","RPUNMLLLQHOFFBB38CA"
"北區","房地(土地+建物)","臺中市北區日盛街61~90號",9.57,"住","","",1080719,"土地2建物1車位0","五層","五層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",780830,37.79,1,1,1,"有","無",2150000,56893,"",0,0,"另含增建1房1廳1衛共2房2廳2衛","RPVQMLTKQHOFFBB86CA"
"北區","房地(土地+建物)","臺中市北區崇德路一段421~450號",11.4,"住","","",1080709,"土地1建物1車位0","七層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880119,105.09,3,2,1,"有","有",5500000,52336,"",0,0,"","RPPNMLQKQHOFFBB28CA"
"北區","房地(土地+建物)","臺中市北區英才路271~300號",20.13,"住","","",1080317,"土地1建物1車位0","八層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",741224,154.21,4,2,2,"有","有",6800000,44096,"",0,0,"","RPRPMLQKQHOFFBB68CA"
"北區","房地(土地+建物)","臺中市北區漢口路四段361~390號",3.26,"住","","",1080801,"土地2建物1車位0","六層","十四層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",860821,31.73,1,0,1,"有","有",1500000,47274,"",0,0,"","RPVNMLQKQHOFFBB88CA"
"北屯區","房地(土地+建物)","臺中市北屯區敦化路一段450巷1~30號",6.24,"住","","",1080724,"土地2建物1車位0","四層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820225,62.59,1,1,1,"有","有",2500000,39942,"",0,0,"","RPRNMLPKQHOFFBB38CA"
"南區","房地(土地+建物)+車位","臺中市南區南和一街1~30號",19.64,"住","","",1080702,"土地1建物1車位1","五層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830718,127.77,3,2,2,"有","有",5e+06,39133,"坡道機械",0,0,"","RPPNMLNJRHOFFAB87CA"
"南區","房地(土地+建物)","臺中市南區公理街31~60號",11.31,"住","","",1080721,"土地3建物1車位0","八層","十九層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860428,126.13,2,2,1,"有","有",5800000,45984,"",0,0,"","RPVNMLQKQHOFFAB78CA"
"南區","房地(土地+建物)+車位","臺中市南區工學路126巷1~30號",14.83,"其他","","",1080709,"土地2建物1車位1","十二層","十七層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",841130,135.87,3,2,2,"有","有",7240000,53282,"坡道平面",0,0,"","RPUOMLQKQHOFFAB78CA"
"東區","房地(土地+建物)","臺中市東區自由路三段181~210號",4.43,"住","","",1080710,"土地1建物1車位0","四層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",820710,48.32,1,0,1,"有","無",2550000,52773,"",0,0,"","RPTOMLPKQHOFFAB58CA"
"西區","房地(土地+建物)","臺中市西區利民里民生路31~60號",28.86,"住","","",1080714,"土地2建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",760506,141.97,3,2,1,"有","有",5e+06,35219,"",0,0,"","RPTNMLQLQHOFFAB68CA"
"西區","房地(土地+建物)","臺中市西區忠義街7巷1~30號",89,"住","","",1080716,"土地2建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",590601,90.8,4,2,2,"有","無",15080000,166079,"",0,0,"","RPTPMLTLQHOFFAB56CA"
"北屯區","房地(土地+建物)","臺中市北屯區松竹路二段361~390號",11.84,"住","","",1080714,"土地1建物1車位0","六層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",860722,91.23,3,2,1,"有","有",4680000,51299,"",0,0,"含增建或未登記建物。;","RPWOMLPKQHOFFBB98CA"
"北區","房地(土地+建物)","臺中市北區武昌路181~210號",26.21,"住","","",1080716,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",761008,106.21,6,3,3,"有","有",5380000,50654,"",0,0,"含增建或未登記建物。;六樓增建","RPTOMLQKQHOFFBB78CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區中清路二段742巷61~90號",20.26,"住","","",1080603,"土地1建物1車位1","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820716,126.97,3,2,2,"有","有",6500000,51193,"坡道機械",0,0,"","RPTQMLTKQHOFFBB66CA"
