"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局.房","建物現況格局.廳","建物現況格局.衛","建物現況格局.隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積平方公尺","車位總價元","備註","編號"
"北屯區","房地(土地+建物)+車位","臺中市北屯區遼陽五街31~60號",30.13,"住","","",1071003,"土地1建物1車位1","二層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",791110,199.46,3,2,2,"有","有",8080000,40509,"坡道平面",0,0,"","RPPRMLMKJINFFBB57CA"
"北區","房地(土地+建物)","臺中市北區原子街151~180號",3.7,"商","","",1071025,"土地1建物1車位0","六層","七層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",801114,28.62,1,0,1,"有","有",950000,33194,"",0,0,"","RPTOMLNKJINFFBB77CA"
"北區","房地(土地+建物)","臺中市北區東光東街61~90號",8.3,"住","","",1071014,"土地1建物1車位0","八層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",831214,66.45,2,1,1,"有","有",2250000,33860,"",0,0,"","RPRNMLOKJINFFBB57CA"
"北區","房地(土地+建物)+車位","臺中市北區民權路391~420號",15.62,"住","","",1071005,"土地1建物1車位1","三層","十五層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",940201,149.65,3,2,2,"有","有",8300000,55463,"坡道平面",40.5,0,"","RPTNMLOKJINFFBB77CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區太和東街121~150號",15.5,"住","","",1070907,"土地1建物1車位1","十一層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030423,128.47,2,2,1,"有","有",6720000,52308,"坡道平面",30.11,0,"","RPUNMLOKJINFFBB87CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區安順東七街91~120號",17.13,"住","","",1071017,"土地1建物1車位1","七層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821105,140.25,3,2,2,"有","有",5700000,40642,"坡道平面",0,0,"","RPXNMLPKJINFFBB28CA"
"北屯區","房地(土地+建物)","臺中市北屯區松明街27巷31~60號",132,"住","","",1070626,"土地1建物1車位0","一層，二層","二層","公寓(5樓含以下無電梯)","住家用","加強磚造",710226,128.44,6,2,2,"有","無",1.3e+07,101215,"",0,0,"含增建或未登記建物。","RPWOMLPKJINFFBB28CA"
"北屯區","房地(土地+建物)","臺中市北屯區梅川東路五段1~30號",13.59,"住","","",1071013,"土地2建物1車位0","六層","十三層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880624,112.77,3,2,2,"有","有",4500000,39904,"",0,0,"含增建或未登記建物。","RPSPMLQKJINFFBB08CA"
"北屯區","房地(土地+建物)","臺中市北屯區瀋陽路三段361~390號",24,"住","","",1071020,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",730616,81.6,3,2,1,"有","無",4100000,50245,"",0,0,"","RPSNMLLLJINFFBB47CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區興安路二段461巷1~30號",20.91,"住","","",1071009,"土地2建物1車位1","十六層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890616,173.58,3,2,2,"有","有",10500000,64204,"坡道機械",22.5,800000,"","RPQPMLLLJINFFBB47CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區平德路31~60號",13.81,"住","","",1070727,"土地1建物1車位1","一層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821026,79.76,2,2,1,"有","有",5e+06,62688,"坡道機械",0,0,"","RPUSMLNLJINFFBB38CA"
"北區","房地(土地+建物)","臺中市北區梅亭東街76巷1~30號",10.89,"商","","",1071015,"土地1建物1車位0","五層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",680109,73.92,3,2,1,"有","無",3650000,49378,"",0,0,"","RPVOMLRLJINFFBB48CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區昌平路二段50之6巷2弄1~30號",22.87,"住","","",1070911,"土地1建物1車位1","十一層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810228,137.33,3,1,2,"有","有",6480000,47186,"坡道平面",0,0,"","RPSRMLNJKINFFBB97CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區北平路四段121~150號",14.76,"住","","",1071015,"土地1建物1車位1","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821018,105.31,3,2,2,"有","無",4550000,43206,"坡道機械",0,0,"親友、員工或其他特殊關係間之交易。;","RPPRMLPJKINFFBB87CA"
"西屯區","房地(土地+建物)","臺中市西屯區工業區一路1~30號",16.03,"住","","",1071015,"土地1建物1車位0","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830330,141.22,5,2,2,"有","有",6500000,46027,"",0,0,"含增建或未登記建物。","RPVPMLPKJINFFCB38CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區保安三街91~120號",11.15,"住","","",1071012,"土地1建物1車位1","四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840401,129.58,3,1,2,"有","有",5680000,43834,"坡道平面",0,0,"","RPOPMLLLJINFFCB37CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區長安路二段131巷91~120號",23.5,"住","","",1071031,"土地1建物1車位1","三層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1021105,152.66,2,1,1,"有","有",9900000,64850,"坡道平面",35.97,0,"","RPWPMLNJKINFFCB28CA"
"豐原區","房地(土地+建物)","臺中市豐原區社皮路185巷31~60號",21.09,"住","","",1071011,"土地1建物1車位0","五層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",831219,127.08,4,2,2,"有","有",5e+06,39345,"",0,0,"","RPVNMLNKJINFFDB08CA"
"豐原區","房地(土地+建物)","臺中市豐原區成功路255巷31~60號",83,"住","","",1071013,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",700929,109.47,3,2,2,"有","無",8600000,78560,"",0,0,"","RPPNMLQKJINFFDB77CA"
"豐原區","房地(土地+建物)","臺中市豐原區愛國街202巷1~30號",24.01,"商","","",1071005,"土地2建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",771115,88.91,3,2,2,"有","有",3250000,36554,"",0,0,"","RPTNMLLLJINFFDB77CA"
"豐原區","房地(土地+建物)","臺中市豐原區北陽路450巷58弄31~60號",120.71,"住","","",1071016,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",820504,148.1,4,2,3,"有","無",8200000,55368,"",0,0,"","RPPOMLMLJINFFDB57CA"
"豐原區","房地(土地+建物)","臺中市豐原區圓環東路361~390號",6.59,"住","","",1071009,"土地1建物1車位0","十一層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",901018,55.99,2,1,1,"有","無",2650000,47330,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPQNMLKMJINFFDB47CA"
"梧棲區","房地(土地+建物)","臺中市梧棲區大智路一段691~720號",100,"住","","",1071015,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",840420,162,7,2,5,"有","無",7800000,48148,"",0,0,"親友、員工或其他特殊關係間之交易。;受債權債務影響或債務抵償之交易。;","RPQNMLRLJINFFFB28CA"
"大雅區","房地(土地+建物)+車位","臺中市大雅區雅環路三段19巷1~30號",21.85,"住","","",1071004,"土地1建物1車位2","八層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821221,154.19,3,2,2,"有","有",5800000,37616,"坡道機械",0,0,"","RPQNMLOKJINFFHB08CA"
"潭子區","房地(土地+建物)","臺中市潭子區興華一路372巷61~90號",20.92,"住","","",1070927,"土地2建物1車位0","五層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",831108,113.84,2,1,1,"有","無",3500000,30745,"",0,0,"親友、員工或其他特殊關係間之交易。","RPSNMLQKJINFFHB48CA"
"太平區","房地(土地+建物)","臺中市太平區長億東三街96巷31~60號",151.6,"住","","",1070922,"土地1建物1車位0","全","一層","透天厝","住家用","加強磚造",680605,64.81,3,2,2,"有","無",8e+06,123438,"",0,0,"","RPRNMLPKJINFFJB48CA"
"太平區","房地(土地+建物)","臺中市太平區光興路1432巷61~90號",142.41,"","鄉村區","乙種建築用地",1070814,"土地1建物1車位0","一層","一層","廠辦","住家用","加強磚造",700528,57.45,3,2,1,"有","無",4650000,80940,"",0,0,"使照已辦理用途變更完成","RPRNMLKMJINFFJB18CA"
"大肚區","房地(土地+建物)+車位","臺中市大肚區自由路421~450號",13.17,"住","","",1070905,"土地2建物1車位1","三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880712,120.71,4,2,2,"有","有",4030000,33386,"坡道機械",0,0,"","RPUNMLNKJINFFKB68CA"
"大肚區","房地(土地+建物)","臺中市大肚區遊園路一段70巷1弄1~30號",34.12,"","鄉村區","特定目的事業用地",1071015,"土地1建物1車位0","全","四層","透天厝","住家用","鋼筋混凝土造",710815,73.16,3,2,2,"有","無",1600000,21870,"",0,0,"","RPQNMLKLJINFFKB08CA"
"北屯區","房地(土地+建物)","臺中市北屯區三光一街1~30號",9.85,"住","","",1070925,"土地1建物1車位0","十一層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850610,96,2,2,2,"有","有",4700000,48958,"",0,0,"","RPTNMLLLJINFFBB67DA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區逢甲路253巷31~60號",12.49,"住","","",1071021,"土地1建物1車位1","九層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",810807,85.68,2,1,1,"有","有",5200000,60691,"坡道平面",0,0,"","RPVQMLMKJINFFCB28DA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區青海路二段181~210號",20.45,"住","","",1070821,"土地1建物1車位1","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850215,192.04,4,2,2,"有","有",1e+07,52072,"坡道機械",0,0,"","RPQNMLPKJINFFCB77DA"
"大里區","房地(土地+建物)","臺中市大里區中興路二段31~60號",123.32,"住","","",1071020,"土地1建物1車位0","全","二層","透天厝","住家用","見其他登記事項",570221,74.25,3,1,2,"有","無",7050000,94949,"",0,0,"親友、員工或其他特殊關係間之交易。;","RPSPMLQLJINFFIB98DA"
"豐原區","房地(土地+建物)","臺中市豐原區中陽路229巷1~30號",22.41,"住","","",1071016,"土地1建物1車位0","三層","五層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",820917,96.62,3,2,2,"有","有",3680000,38087,"",0,0,"","RPQNMLOKJINFFDB77DA"
"南區","房地(土地+建物)","臺中市南區忠孝路123巷4弄1~30號",48.86,"住","","",1071002,"土地6建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",681208,82.91,4,2,1,"有","無",3550000,42818,"",0,0,"","RPSQMLMKKINFFAB97EA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區福順路331~360號",21.95,"住","","",1071011,"土地1建物1車位2","九層，十層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800823,250.22,6,2,3,"有","有",11750000,46959,"坡道平面",0,0,"","RPQNMLRKKINFFCB18EA"
"太平區","房地(土地+建物)+車位","臺中市太平區大勇街1~30號",17.96,"商","","",1071002,"土地1建物1車位1","五層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",840324,134.75,3,2,2,"有","有",5200000,38590,"坡道機械",0,0,"","RPXOMLQLJINFFJB76CA"
"大里區","房地(土地+建物)","臺中市大里區吉善一街61~90號",97.18,"住","","",1071012,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",690801,104.35,5,3,2,"有","無",7800000,74748,"",0,0,"含增建或未登記建物。;","RPQOMLMLJINFFIB18CA"
"大里區","房地(土地+建物)","臺中市大里區益民路二段1~30號",28.31,"住","","",1071017,"土地2建物1車位0","二層","四層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",671201,89.8,3,2,2,"有","無",4580000,51002,"",0,0,"","RPQNMLOLJINFFIB28CA"
"大雅區","房地(土地+建物)+車位","臺中市大雅區民權街39巷1~30號",16.61,"住","","",1071015,"土地1建物1車位1","八層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",821122,108.69,3,2,2,"有","有",4900000,45082,"坡道機械",0,0,"","RPQNMLPKJINFFHB18CA"
"新社區","房地(土地+建物)","臺中市新社區協興街7巷1~30號",66,"","一般農業區","甲種建築用地",1071004,"土地1建物1車位0","全","二層","透天厝","住家用","加強磚造",680531,104.86,3,2,1,"有","無",4300000,41007,"",0,0,"","RPPNMLOKJINFFGB87CA"
"外埔區","房地(土地+建物)","臺中市外埔區甲后路五段128巷65弄31~60號",88.07,"","鄉村區","乙種建築用地",1071015,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",790510,130.88,5,2,1,"有","無",5800000,44315,"",0,0,"含增建或未登記建物。;土地增值稅新台幣22,286元整，及契稅14,706元整等費用，由買賣雙方均分負擔。","RPPNMLQJKINFFEB87CA"
"神岡區","房地(土地+建物)","臺中市神岡區大社街110巷1~30號",19.6,"住","","",1071022,"土地2建物1車位0","四層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850624,116.88,3,1,2,"有","有",3650000,31229,"",0,0,"","RPVNMLRLJINFFDB58CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區文心路三段1~30號",5.99,"商","","",1070922,"土地1建物1車位1","十九層","二十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",980813,94.4,1,1,1,"有","有",6600000,69915,"坡道平面",35.91,0,"","RPPQMLNJKINFFCB67CA"
"西屯區","房地(土地+建物)","臺中市西屯區福瑞街66巷1~30號",5.7,"住","","",1071026,"土地1建物1車位0","四層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830318,27.93,1,1,1,"有","有",1120000,40100,"",0,0,"含增建或未登記建物。;","RPPOMLQJKINFFCB77CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區河南路四段151~180號",19.1,"住","","",1071011,"土地1建物1車位1","七層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",861020,198.92,4,2,2,"有","有",13500000,67866,"坡道平面",23.55,0,"","RPTTMLTLJINFFCB09CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區文山三街121~150號",18.77,"住","","",1071019,"土地2建物1車位1","十一層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1010224,132.84,2,2,2,"有","有",9e+06,71344,"其他",23.51,1200000,"房地交易總額780萬，車位交易總額120萬。","RPQOMLNJKINFFCB57CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區西屯路三段宏福3巷4弄1~30號",9.48,"住","","",1071012,"土地2建物1車位1","十二層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",800723,96.23,2,2,1,"有","有",5500000,57155,"坡道機械",7.44,0,"","RPOOMLLLJINFFCB27CA"
"南屯區","房地(土地+建物)","臺中市南屯區中臺路306巷1~30號",192.49,"農","","",1071004,"土地1建物1車位0","全","一層","透天厝","住家用","磚造",610701,81.09,3,2,2,"有","無",10400000,128253,"",0,0,"","RPRPMLTKJINFFCB38CA"
"南屯區","房地(土地+建物)","臺中市南屯區河南路四段331~360號",4.38,"住","","",1071021,"土地1建物1車位0","六層","十層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",941220,29.56,1,0,1,"有","有",2300000,77808,"",0,0,"","RPVPMLLLJINFFCB08CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區逢大路91~120號",39.18,"住","","",1071012,"土地1建物1車位1","六層","十一層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",940704,187,3,2,2,"有","有",9860000,52727,"坡道平面",0,0,"","RPPSMLMLJINFFCB87CA"
"西屯區","房地(土地+建物)","臺中市西屯區甘肅路一段1~30號",2.83,"商","","",1071022,"土地1建物1車位0","八層","十五層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",860203,42.29,1,1,1,"有","有",1860000,43982,"",0,0,"","RPWNMLNLJINFFCB18CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區河南路四段451~480號",14.46,"住","","",1071016,"土地1建物1車位1","二層","十四層","住宅大樓(11層含以上有電梯)","住家用","見其他登記事項",931206,144.67,3,2,2,"有","有",10300000,78284,"坡道機械",22.04,700000,"","RPUQMLPKJINFFCB38CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區福科路931~960號",15.66,"住","","",1071017,"土地1建物1車位1","十二層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",830723,145.36,4,2,2,"有","有",5950000,40933,"坡道平面",0,0,"","RPPRMLPKJINFFCB97CA"
"南屯區","房地(土地+建物)","臺中市南屯區向上南路一段151~180號",3.61,"住","","",1071026,"土地1建物1車位0","六層","十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",790705,32.93,1,1,1,"有","有",1460000,44336,"",0,0,"","RPRNMLQKJINFFCB87CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區國安一路91~120號",13.22,"住","","",1071008,"土地1建物1車位1","十五層","二十二層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",971127,146.51,3,2,2,"有","有",10800000,76923,"坡道平面",21.71,1200000,"含增建或未登記建物。","RPWPMLPKJINFFCB48CA"
"西屯區","房地(土地+建物)","臺中市西屯區工業區三十八路31~60號",10.59,"住","","",1071017,"土地1建物1車位0","三層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",821009,64.2,2,0,1,"有","有",2250000,35047,"",0,0,"","RPWOMLQKJINFFCB48CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區市政北一路91~120號",21.41,"其他","","",1070616,"土地1建物1車位2","十三層","二十六層","住宅大樓(11層含以上有電梯)","住家用","鋼骨鋼筋混凝土造",990913,356.27,3,2,3,"有","有",38500000,108064,"坡道平面",53.04,0,"","RPVNMLSKJINFFCB48CA"
"南屯區","房地(土地+建物)+車位","臺中市南屯區黎明東街451~480號",13.85,"住","","",1071016,"土地1建物1車位1","九層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",950303,160.84,3,2,2,"有","有",13770000,85613,"坡道平面",19.82,0,"","RPRNMLPKJINFFCB77CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區大弘三街31~60號",18.41,"商","","",1071013,"土地1建物1車位1","八層","八層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",870105,149.87,3,2,2,"有","有",8650000,57717,"坡道平面",16.22,0,"","RPSPMLPKJINFFCB08CA"
"南屯區","房地(土地+建物)","臺中市南屯區大英街110巷1~30號",29.81,"住","","",1071016,"土地1建物1車位0","四層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700317,84.15,3,2,1,"有","無",4460000,53001,"",0,0,"","RPUPMLPKJINFFCB28CA"
"西屯區","房地(土地+建物)+車位","臺中市西屯區河南路二段391~420號",16.12,"住","","",1071021,"土地2建物1車位1","十層","十五層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",840310,168.24,3,2,2,"有","有",10100000,60033,"坡道平面",0,0,"","RPTPMLNKJINFFCB97CA"
"北區","房地(土地+建物)+車位","臺中市北區育德路151~180號",29.05,"住","","",1071013,"土地3建物1車位1","五層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",960213,165.85,4,1,3,"有","有",8600000,51854,"升降機械",0,0,"含增建或未登記建物。;權利人共兩人","RPSOMLQJKINFFBB97CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區中清路二段1166巷31~60號",50.7,"住","","",1070930,"土地3建物1車位2","十三層，十四層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1020411,296.88,5,2,3,"有","有",1.9e+07,63999,"坡道平面",62.92,0,"含增建或未登記建物。;","RPPSMLNJKINFFBB77CA"
"北屯區","房地(土地+建物)","臺中市北屯區安順北一街61~90號",22.93,"住","","",1071007,"土地1建物1車位0","二層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",770519,82.5,2,1,1,"有","無",3980000,48242,"",0,0,"含增建或未登記建物。;","RPXOMLKKKINFFBB97CA"
"北區","房地(土地+建物)+車位","臺中市北區國泰街91~120號",27.48,"住","","",1070927,"土地1建物1車位1","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",780908,156.76,3,1,2,"有","有",6e+06,38275,"坡道平面",0,0,"","RPUQMLKMJINFFBB97CA"
"北區","房地(土地+建物)","臺中市北區雙十路二段91~120號",10.78,"住","","",1071011,"土地2建物1車位0","十一層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",880816,92.85,1,2,1,"有","有",4850000,52235,"",0,0,"","RPSOMLQLJINFFBB08CA"
"北屯區","房地(土地+建物)","臺中市北屯區中清路二段808巷1~30號",9.21,"住","","",1071016,"土地3建物1車位0","十三層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",820924,107.03,3,2,2,"有","有",5100000,47650,"",0,0,"","RPPPMLLLJINFFBB37CA"
"北屯區","房地(土地+建物)","臺中市北屯區瀋陽路二段151~180號",7.97,"住","","",1070926,"土地1建物1車位0","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",961231,65.21,1,1,1,"有","有",4380000,67168,"",0,0,"","RPWPMLNLJINFFBB28CA"
"北區","房地(土地+建物)","臺中市北區梅亭街466巷1~30號",74,"住","","",1071018,"土地1建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造",650814,149.26,5,2,3,"有","無",8e+06,53598,"",0,0,"","RPVNMLLLJINFFBB77CA"
"北區","房地(土地+建物)","臺中市北區漢口南二街1~30號",6.46,"住","","",1071006,"土地1建物1車位0","六層","六層","套房(1房1廳1衛)","住家用","鋼筋混凝土造",800822,41.5,1,0,1,"有","有",1950000,46988,"",0,0,"","RPPNMLTKJINFFBB87CA"
"北屯區","房地(土地+建物)","臺中市北屯區大連路三段181~210號",22.37,"住","","",1070929,"土地1建物1車位0","九層","九層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",830330,130.08,4,2,2,"有","有",5500000,42282,"",0,0,"","RPROMLQKJINFFBB87CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區北屯路271~300號",8.12,"住","","",1070825,"土地2建物1車位1","十六層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",850524,101.45,2,2,1,"有","有",5590000,55106,"坡道平面",0,0,"","RPVQMLPKJINFFBB38CA"
"北區","房地(土地+建物)","臺中市北區國豐街52巷1~30號",55,"住","","",1071020,"土地1建物1車位0","全","二層","透天厝","住家用","鋼筋混凝土加強磚造",600819,69.12,3,2,2,"有","無",6800000,98380,"",0,0,"","RPWQMLPKJINFFBB48CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區崇德五路146巷1~30號",23.13,"住","","",1071022,"土地1建物1車位1","十四層","十六層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",801207,174.17,3,2,2,"有","有",8230000,47253,"坡道平面",0,0,"","RPQOMLOKJINFFBB57CA"
"北屯區","房地(土地+建物)+車位","臺中市北屯區遼寧路一段160巷1~30號",13.63,"住","","",1071020,"土地1建物1車位1","二層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",890218,126.53,3,2,1,"有","有",7100000,56113,"坡道平面",16.51,0,"","RPROMLOKJINFFBB67CA"
"北區","房地(土地+建物)","臺中市北區中清路一段721~750號",30.36,"住","","",1070830,"土地1建物1車位0","三層","五層","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",700505,107.04,5,1,5,"有","無",6680000,62407,"",0,0,"","RPPNMLOKJINFFBB37CA"
"西區","房地(土地+建物)","臺中市西區美村路一段31~60號",6.52,"住","","",1071021,"土地1建物1車位0","十三層","十四層","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",870507,59.25,1,1,1,"有","有",3100000,52321,"",0,0,"","RPVRMLOJKINFFAB28CA"
